tds_mgl,oil_grease_mgl,tss_mgl,barium_mgl,sulfate_mgl,h2s_mgl,bacteria_cfu,routing
11291.0,11.1,13.3,3.9,436.1,0.54,333.0,direct_reuse
26214.0,11.9,6.5,16.9,471.2,1.0,5.0,direct_reuse
40776.0,15.7,7.2,11.7,227.5,2.54,50.0,direct_reuse
30330.0,30.0,17.6,3.8,302.0,0.95,41.0,direct_reuse
128952.0,3.6,8.5,3.5,12.1,0.24,15.0,direct_reuse
43676.0,26.1,18.6,7.6,31.7,2.42,20.0,direct_reuse
120802.0,13.2,92.9,9.3,63.9,4.89,8.0,direct_reuse
51185.0,5.2,8.1,28.2,1283.3,6.61,1.0,direct_reuse
50315.0,2.1,19.6,70.3,63.8,3.29,21.0,direct_reuse
46067.0,11.9,135.1,37.2,204.3,4.78,23.0,treat_then_reuse
49151.0,49.5,34.0,49.4,136.5,5.95,29.0,treat_then_reuse
163269.0,60.8,18.3,14.6,133.2,1.83,13.0,treat_then_reuse
9665.0,18.5,21.6,41.4,87.7,0.1,52.0,direct_reuse
12075.0,78.7,34.6,16.8,24.0,7.45,3.0,treat_then_reuse
33516.0,13.0,95.3,11.8,4.6,0.52,110.0,direct_reuse
49522.0,31.8,16.0,195.7,368.7,0.38,3.0,direct_reuse
79465.0,9.0,13.4,1.2,45.7,0.39,10.0,direct_reuse
68266.0,8.5,8.1,2.1,11.5,41.68,34.0,treat_then_reuse
37460.0,7.3,26.6,31.8,145.7,2.92,6.0,direct_reuse
100041.0,2.1,8.0,14.6,142.7,0.43,37.0,direct_reuse
100825.0,42.9,16.9,3.6,209.5,0.68,7.0,treat_then_reuse
55762.0,7.6,11.9,5.7,307.1,1.65,15.0,direct_reuse
96169.0,6.5,57.9,6.6,32.8,3.34,9.0,direct_reuse
59329.0,4.7,16.3,58.6,34.4,2.37,5.0,direct_reuse
33089.0,11.2,33.7,86.0,63.4,0.49,357.0,direct_reuse
79895.0,65.8,6.8,143.7,222.3,2.49,3.0,treat_then_reuse
52967.0,88.6,27.3,3.0,8.9,0.74,0.0,treat_then_reuse
49067.0,3.0,9.4,3.9,103.7,6.43,4.0,direct_reuse
137457.0,9.8,17.5,3.6,251.0,1.77,15.0,direct_reuse
8817.0,5.3,143.9,94.3,239.8,0.61,7.0,treat_then_reuse
18172.0,32.8,51.7,33.1,196.3,4.04,56.0,direct_reuse
21355.0,17.4,22.1,22.1,289.8,2.71,53.0,direct_reuse
38014.0,7.6,317.1,26.5,4.4,0.89,8.0,treat_then_reuse
41018.0,14.4,11.8,18.8,531.0,4.26,1.0,direct_reuse
17066.0,8.8,62.3,5.2,129.5,3.74,2.0,direct_reuse
24597.0,57.6,7.2,37.2,390.8,7.86,12.0,treat_then_reuse
26834.0,22.0,20.2,16.1,24.7,4.15,1.0,direct_reuse
273812.0,24.6,8.3,4.8,13.1,1.25,7.0,disposal
173030.0,1.2,30.1,40.0,642.3,0.18,103.0,direct_reuse
36746.0,12.7,25.7,12.0,32.5,2.1,20.0,direct_reuse
38006.0,87.8,19.2,26.4,63.9,2.57,13.0,treat_then_reuse
21929.0,44.4,58.8,17.3,160.8,1.76,3.0,treat_then_reuse
12891.0,2.6,15.6,58.5,210.6,0.03,16.0,direct_reuse
45170.0,10.2,31.9,26.2,294.8,3.98,8.0,direct_reuse
24380.0,4.6,47.3,7.0,115.1,0.5,17.0,disposal
46194.0,62.8,7.5,29.6,28.2,4.02,36.0,treat_then_reuse
15992.0,16.8,13.5,30.7,195.8,15.04,47.0,direct_reuse
28756.0,6.7,25.6,37.1,199.3,1.19,15.0,direct_reuse
54396.0,13.9,40.6,69.6,12.2,2.92,26.0,direct_reuse
63345.0,1.3,76.5,9.6,428.6,1.72,6.0,direct_reuse
65659.0,5.1,20.6,44.8,5.8,3.26,67.0,direct_reuse
19451.0,13.9,19.0,2.5,280.9,1.89,3.0,direct_reuse
89168.0,28.8,12.2,17.4,44.8,0.84,9.0,direct_reuse
27997.0,2.3,31.9,14.4,195.6,0.51,78.0,direct_reuse
76344.0,9.6,19.3,114.1,157.8,13.03,6.0,direct_reuse
48657.0,33.4,19.7,16.6,86.4,2.92,2.0,direct_reuse
18705.0,3.6,22.8,41.7,147.8,4.85,7.0,direct_reuse
39287.0,16.5,38.1,2.4,81.9,2.77,98.0,direct_reuse
63307.0,14.3,15.6,13.2,197.4,5.86,0.0,direct_reuse
75288.0,63.0,13.2,7.3,996.1,0.51,14.0,treat_then_reuse
44414.0,10.9,34.7,391.7,20.6,1.84,5.0,direct_reuse
143235.0,11.5,2.2,9.0,2.7,3.18,9.0,direct_reuse
99236.0,29.1,15.1,21.9,57.0,8.85,7.0,direct_reuse
40960.0,4.1,9.8,23.4,52.9,53.25,51.0,treat_then_reuse
82875.0,11.0,64.2,3.0,59.4,2.8,13.0,direct_reuse
189787.0,8.9,17.2,10.7,32.5,0.7,55.0,disposal
193366.0,11.9,15.7,32.6,235.0,0.35,84.0,disposal
20752.0,28.9,23.6,22.3,19.7,0.51,13.0,direct_reuse
25628.0,22.2,15.2,1.3,147.8,0.6,7.0,direct_reuse
138613.0,6.9,17.8,10.2,181.7,0.04,21.0,direct_reuse
23370.0,15.2,26.5,68.4,127.5,0.68,29.0,direct_reuse
19423.0,51.5,17.5,40.7,153.8,4.19,2.0,treat_then_reuse
34880.0,6.4,17.4,86.6,255.7,1.82,17.0,direct_reuse
65786.0,15.3,10.9,6.2,95.5,1.18,8.0,direct_reuse
45630.0,11.3,9.7,93.4,61.5,0.2,6.0,direct_reuse
31089.0,12.7,25.8,19.0,153.7,6.46,4.0,direct_reuse
30578.0,3.1,31.4,135.7,174.2,3.21,5.0,direct_reuse
29773.0,47.9,7.8,20.2,239.5,1.62,80.0,treat_then_reuse
26485.0,6.7,45.1,1.7,13.7,0.09,7.0,direct_reuse
242109.0,33.9,45.2,55.7,73.6,0.87,68.0,treat_then_reuse
60371.0,7.7,53.5,11.8,27.9,2.9,15.0,direct_reuse
91193.0,7.7,31.2,12.8,166.8,1.59,2.0,direct_reuse
34810.0,40.1,40.8,3.5,200.2,2.12,16.0,treat_then_reuse
43038.0,32.9,140.9,140.7,66.6,4.02,2.0,treat_then_reuse
29748.0,16.2,19.3,10.7,40.4,2.02,30.0,direct_reuse
7660.0,26.7,10.6,133.0,173.6,3.84,9.0,direct_reuse
18683.0,10.4,7.2,12.0,77.7,0.55,44.0,direct_reuse
13802.0,13.4,99.9,6.6,432.3,0.34,105.0,direct_reuse
10149.0,7.4,101.0,97.8,632.9,3.07,1.0,treat_then_reuse
21232.0,30.4,11.7,18.4,270.6,4.0,6.0,direct_reuse
123930.0,7.2,13.7,18.6,116.3,3.24,2.0,direct_reuse
47519.0,51.2,18.9,4.3,670.6,1.96,310.0,treat_then_reuse
120982.0,10.1,65.3,11.6,117.3,1.08,6.0,direct_reuse
65361.0,13.7,8.8,33.6,53.1,2.17,2.0,direct_reuse
84778.0,26.7,5.1,4.2,42.8,2.7,351.0,direct_reuse
26092.0,13.8,138.9,10.5,41.5,2.92,4.0,treat_then_reuse
70740.0,10.3,31.5,12.1,89.4,48.88,1.0,treat_then_reuse
81642.0,13.1,35.3,21.8,149.8,0.5,2.0,direct_reuse
32740.0,30.1,20.8,118.6,19.0,109.27,15.0,treat_then_reuse
72524.0,7.4,35.6,14.0,54.9,0.32,13.0,direct_reuse
72863.0,12.0,7.3,8.8,113.8,2.72,3.0,direct_reuse
33367.0,13.6,12.5,542.2,182.7,0.35,6.0,direct_reuse
22338.0,29.3,26.7,11.9,87.5,2.45,13.0,direct_reuse
21399.0,12.3,4.0,16.0,117.8,5.91,89.0,direct_reuse
52081.0,68.5,19.3,13.1,23.0,1.72,20.0,treat_then_reuse
61630.0,11.7,18.3,14.4,33.0,5.84,5.0,direct_reuse
28148.0,10.9,19.3,22.0,84.2,0.95,9.0,direct_reuse
49942.0,11.5,15.8,60.6,157.8,0.11,39.0,direct_reuse
73085.0,4.1,11.1,32.6,116.1,3.72,151.0,direct_reuse
75564.0,5.3,5.7,73.2,35.4,1.72,2.0,direct_reuse
145265.0,8.4,27.5,70.3,69.4,0.88,65.0,direct_reuse
119837.0,37.4,19.3,25.8,474.9,0.97,8.0,direct_reuse
24321.0,13.1,8.2,31.6,163.8,2.8,1.0,direct_reuse
159295.0,8.7,25.8,76.0,75.3,0.57,1.0,direct_reuse
33803.0,40.6,19.4,5.3,29.1,2.69,90.0,treat_then_reuse
101866.0,54.4,17.0,402.6,41.1,7.73,108.0,treat_then_reuse
51410.0,41.7,4.4,10.9,90.7,24.0,5.0,disposal
36735.0,6.2,42.4,13.2,121.9,10.24,9.0,direct_reuse
13830.0,8.6,9.1,4.7,167.7,2.03,1.0,direct_reuse
43473.0,68.9,25.8,4.9,137.9,2.3,38.0,treat_then_reuse
16456.0,16.7,12.9,64.6,59.9,0.98,12.0,direct_reuse
96482.0,10.6,18.0,306.2,51.3,0.9,1.0,direct_reuse
141741.0,25.7,61.7,10.2,855.5,5.12,17.0,direct_reuse
28062.0,33.3,37.5,30.5,48.8,1.11,2.0,direct_reuse
60559.0,8.1,60.6,26.2,21.7,2.65,28.0,direct_reuse
29502.0,16.4,32.0,66.7,14.8,0.47,2.0,direct_reuse
31573.0,31.0,33.7,287.9,61.0,9.79,20.0,direct_reuse
84301.0,4.7,5.9,124.6,253.2,1.08,5.0,direct_reuse
47716.0,13.6,19.0,15.1,47.8,6.78,0.0,direct_reuse
165670.0,4.9,20.5,37.9,457.3,0.66,54.0,direct_reuse
34977.0,5.6,65.3,42.7,89.3,0.62,59.0,direct_reuse
98670.0,8.1,16.4,19.6,305.1,9.27,6.0,direct_reuse
52480.0,20.7,30.3,5.4,39.1,0.73,18.0,direct_reuse
85566.0,10.1,29.4,7.7,39.8,0.21,24.0,direct_reuse
35846.0,7.5,61.9,79.7,99.5,0.43,25.0,direct_reuse
47349.0,14.1,22.0,90.2,153.1,5.02,162.0,direct_reuse
45213.0,4.8,47.6,15.7,73.9,4.43,23.0,direct_reuse
27303.0,19.8,6.3,27.5,124.2,0.61,7.0,direct_reuse
77921.0,37.3,6.7,84.5,172.0,0.73,23.0,direct_reuse
77279.0,12.5,3.9,2.6,18.9,3.95,6.0,direct_reuse
74272.0,11.2,46.0,11.8,61.9,9.12,2.0,direct_reuse
143756.0,18.8,42.1,226.2,50.9,1.51,76.0,direct_reuse
135204.0,2.2,50.3,28.8,53.7,3.39,27.0,direct_reuse
37705.0,21.8,14.3,5.2,140.8,5.13,1.0,direct_reuse
63649.0,219.6,15.6,23.1,51.7,27.08,4.0,treat_then_reuse
31681.0,12.1,22.3,68.4,9.9,0.37,38.0,disposal
49829.0,12.1,77.9,0.9,69.4,0.69,1.0,direct_reuse
32215.0,26.3,95.1,24.8,27.9,0.85,4.0,direct_reuse
152367.0,59.2,46.3,12.8,155.4,4.83,660.0,treat_then_reuse
63233.0,32.4,32.0,2.8,218.4,1.19,7.0,direct_reuse
42082.0,1.9,71.4,22.2,8.2,2.47,62.0,direct_reuse
113044.0,22.4,20.0,17.1,38.4,1.93,116.0,direct_reuse
10728.0,136.3,17.9,19.5,132.8,1.65,3.0,treat_then_reuse
11970.0,23.6,22.1,13.2,19.1,1.9,18.0,direct_reuse
85570.0,4.8,11.2,5.9,212.9,6.29,267.0,direct_reuse
51140.0,17.4,21.3,3.5,285.5,0.47,24.0,direct_reuse
58414.0,4.3,10.0,8.8,75.3,1.36,423.0,direct_reuse
19371.0,40.8,55.7,56.3,38.4,0.34,5.0,treat_then_reuse
48230.0,5.7,37.9,26.6,7.1,2.21,180.0,direct_reuse
199278.0,14.4,77.0,18.5,220.4,1.28,12.0,disposal
87286.0,6.2,6.7,5.8,814.7,6.62,7.0,direct_reuse
55204.0,8.2,112.3,12.8,648.9,1.64,32.0,treat_then_reuse
36050.0,51.3,7.0,48.6,72.6,0.93,10.0,treat_then_reuse
37190.0,14.8,9.4,36.8,27.1,1.2,11.0,direct_reuse
11043.0,8.1,14.9,11.3,226.2,15.49,25.0,direct_reuse
58709.0,4.8,69.8,0.9,78.3,0.21,1.0,direct_reuse
88596.0,2.5,29.4,8.9,152.3,0.73,4.0,direct_reuse
16270.0,4.4,20.2,11.3,125.6,1.73,36.0,direct_reuse
30854.0,14.9,13.0,6.8,99.7,0.72,54.0,direct_reuse
21802.0,32.5,8.2,12.2,279.0,3.12,21.0,direct_reuse
24941.0,8.1,60.7,53.5,290.7,1.53,18.0,direct_reuse
50891.0,55.3,46.5,19.2,50.7,2.3,22.0,treat_then_reuse
11395.0,7.1,72.4,65.9,32.6,1.92,51.0,direct_reuse
75357.0,10.9,33.7,3.3,5.8,1.44,1.0,direct_reuse
83092.0,5.1,3.0,13.9,61.5,0.31,6.0,direct_reuse
41119.0,32.8,9.1,2.0,27.0,2.07,11.0,direct_reuse
8634.0,88.9,35.6,12.0,142.8,0.17,16.0,treat_then_reuse
24404.0,2.8,18.3,5.7,62.2,0.69,1.0,direct_reuse
116196.0,9.9,15.7,93.5,70.1,3.11,2.0,direct_reuse
7012.0,42.0,10.1,32.8,219.9,7.74,12.0,treat_then_reuse
38435.0,3.7,52.4,67.9,139.3,34.96,56.0,treat_then_reuse
21461.0,22.4,35.3,12.0,79.2,0.94,6.0,direct_reuse
86094.0,40.4,36.6,5.9,575.4,0.54,4.0,treat_then_reuse
30559.0,14.4,14.8,5.7,202.7,3.25,27.0,direct_reuse
65041.0,22.1,28.2,27.6,57.0,18.75,7.0,direct_reuse
72826.0,65.7,8.4,176.3,59.8,12.09,46.0,treat_then_reuse
177257.0,77.8,22.1,32.9,214.3,0.43,9.0,treat_then_reuse
42529.0,12.7,3.2,12.8,112.5,1.37,2.0,direct_reuse
63782.0,8.3,7.0,16.0,26.2,4.98,103.0,direct_reuse
17335.0,5.9,19.0,19.3,240.9,5.45,78.0,direct_reuse
112791.0,32.4,164.0,228.6,358.9,3.56,3.0,treat_then_reuse
28786.0,3.9,5.8,88.3,330.1,0.92,22.0,direct_reuse
33106.0,10.7,9.1,27.4,491.3,3.52,7.0,direct_reuse
48263.0,14.8,29.2,22.9,876.7,5.52,31.0,direct_reuse
16415.0,8.6,101.0,28.8,603.6,0.49,3.0,treat_then_reuse
57534.0,17.3,28.8,36.3,130.9,9.29,45.0,direct_reuse
96493.0,135.4,43.0,12.2,71.6,5.99,73.0,treat_then_reuse
60177.0,12.1,18.7,7.3,12.0,0.63,3.0,direct_reuse
16119.0,9.1,16.3,69.3,91.1,5.49,13.0,direct_reuse
44951.0,33.6,26.2,20.6,159.3,4.74,75.0,direct_reuse
82407.0,16.7,14.5,62.7,94.4,4.99,3.0,direct_reuse
13166.0,49.2,43.8,144.8,11.3,12.79,4.0,treat_then_reuse
23102.0,15.6,6.8,37.5,65.7,1.63,33.0,direct_reuse
90543.0,10.8,50.0,30.9,183.1,2.54,10.0,direct_reuse
59223.0,2.7,25.3,934.8,29.1,0.05,1.0,direct_reuse
65407.0,3.1,20.7,25.7,108.0,7.03,8.0,direct_reuse
180168.0,2.6,6.6,5.4,144.7,6.21,167.0,disposal
68049.0,18.9,11.2,14.3,307.9,9.61,269.0,direct_reuse
77693.0,4.0,64.0,129.3,592.2,0.49,5.0,disposal
300000.0,41.7,20.8,4.3,59.4,5.76,3.0,disposal
42207.0,13.8,30.7,8.1,110.2,6.2,6.0,direct_reuse
28043.0,10.8,12.1,75.8,114.0,0.71,182.0,direct_reuse
66135.0,6.3,24.0,14.5,183.9,6.51,43.0,direct_reuse
66656.0,23.6,8.2,17.6,162.6,3.01,110.0,direct_reuse
33904.0,6.5,26.6,72.8,431.6,0.18,54.0,direct_reuse
23797.0,5.5,33.0,8.5,6.9,3.52,2.0,direct_reuse
246938.0,39.2,31.7,3.4,142.6,0.61,3.0,disposal
61623.0,18.5,11.9,3.8,153.9,0.19,4.0,direct_reuse
29360.0,10.9,18.7,40.4,69.5,2.66,6.0,direct_reuse
93074.0,24.0,37.7,27.4,7.5,1.51,4.0,direct_reuse
45415.0,13.6,20.7,8.7,84.2,10.23,5.0,direct_reuse
41068.0,19.0,19.5,5.0,41.2,2.09,32.0,direct_reuse
72663.0,6.5,112.5,14.5,570.1,4.54,15.0,treat_then_reuse
19845.0,86.8,11.5,76.7,136.0,3.19,76.0,treat_then_reuse
62745.0,8.0,58.2,7.4,37.5,6.22,18.0,direct_reuse
187038.0,54.6,9.7,9.1,9.4,0.52,4.0,disposal
67936.0,11.4,41.4,4.8,172.4,2.13,16.0,direct_reuse
37671.0,27.8,43.2,12.9,193.6,1.37,1.0,direct_reuse
34373.0,26.1,16.3,30.1,71.0,3.86,0.0,direct_reuse
36782.0,37.8,9.3,254.2,174.9,2.3,32.0,direct_reuse
41037.0,6.3,5.1,26.1,61.4,0.74,56.0,direct_reuse
37629.0,35.4,15.0,18.8,291.2,1.06,14.0,direct_reuse
93099.0,70.9,37.4,56.6,268.3,14.06,7.0,treat_then_reuse
14570.0,10.7,10.4,46.3,14.8,0.18,2.0,direct_reuse
89626.0,13.9,26.5,10.0,19.4,4.15,70.0,treat_then_reuse
37580.0,8.4,7.5,318.1,840.8,8.28,26.0,disposal
63823.0,9.9,20.3,19.5,251.0,3.5,19.0,direct_reuse
22273.0,62.8,9.8,26.7,22.5,21.38,12.0,treat_then_reuse
124249.0,5.5,23.0,38.9,16.0,5.58,6.0,direct_reuse
117236.0,5.8,16.4,30.4,113.1,2.72,2.0,direct_reuse
95963.0,57.4,9.5,125.3,25.6,0.9,18.0,treat_then_reuse
16978.0,23.6,14.5,9.9,63.5,2.78,5.0,direct_reuse
87587.0,90.8,11.6,51.4,85.5,4.0,6.0,treat_then_reuse
65082.0,9.0,8.6,24.5,81.5,1.66,160.0,direct_reuse
15936.0,15.1,58.3,65.3,310.8,0.63,11.0,direct_reuse
48194.0,7.4,18.4,15.5,677.4,0.34,0.0,direct_reuse
63270.0,15.3,4.2,13.2,53.2,2.1,5.0,direct_reuse
72349.0,2.7,14.9,48.4,26.0,0.24,3.0,direct_reuse
55497.0,24.9,51.0,30.9,138.1,0.89,10.0,direct_reuse
60106.0,18.0,13.3,7.5,541.7,0.07,1.0,direct_reuse
137520.0,12.8,81.3,101.0,57.8,4.87,23.0,direct_reuse
115638.0,9.5,12.4,48.4,229.4,7.39,8.0,direct_reuse
6588.0,6.0,36.7,18.4,35.8,1.83,6.0,direct_reuse
39253.0,25.9,56.2,11.5,92.1,17.83,15.0,direct_reuse
43684.0,4.7,35.2,31.1,25.1,9.5,11.0,direct_reuse
14379.0,21.3,8.2,44.4,91.1,3.08,10.0,direct_reuse
52362.0,87.1,11.5,3.0,79.2,1.42,9.0,treat_then_reuse
117493.0,51.3,62.6,31.5,175.7,1.05,12.0,treat_then_reuse
22912.0,3.5,12.9,44.0,636.4,3.43,20.0,direct_reuse
62037.0,8.3,53.5,1.2,58.7,1.37,17.0,direct_reuse
25820.0,19.7,17.4,25.4,10.0,3.36,66.0,direct_reuse
30628.0,12.6,27.5,46.2,72.1,3.7,5.0,direct_reuse
137885.0,3.8,8.1,40.3,125.1,1.22,17.0,direct_reuse
33530.0,19.0,15.1,52.6,112.4,6.85,478.0,direct_reuse
67748.0,13.3,12.2,13.6,75.7,1.22,11.0,direct_reuse
13229.0,75.4,29.4,5.8,462.4,1.7,12.0,treat_then_reuse
180525.0,10.7,26.4,2.3,104.6,0.46,2.0,disposal
74746.0,38.5,35.5,74.5,80.2,1.16,4.0,direct_reuse
43142.0,4.3,16.6,46.7,38.3,27.27,10.0,treat_then_reuse
73342.0,5.3,11.7,81.6,13.2,0.51,27.0,direct_reuse
18272.0,25.8,28.4,8.4,129.3,2.91,32.0,direct_reuse
112170.0,35.7,10.8,52.7,117.9,0.91,20.0,direct_reuse
39074.0,5.7,58.1,3.3,28.1,0.09,41.0,direct_reuse
42495.0,13.8,22.4,7.1,85.7,3.41,3.0,direct_reuse
34747.0,3.9,18.9,23.4,76.8,0.8,25.0,direct_reuse
32648.0,11.4,35.5,44.5,45.3,2.5,12.0,direct_reuse
79719.0,28.6,23.1,150.6,37.6,5.97,15.0,direct_reuse
58638.0,9.1,6.5,15.1,140.6,2.24,7.0,direct_reuse
77360.0,10.8,10.5,7.1,70.2,2.53,3.0,direct_reuse
48720.0,4.9,57.2,6.7,47.0,0.53,2.0,direct_reuse
70210.0,7.5,26.2,8.8,34.9,4.13,20.0,direct_reuse
36564.0,65.5,6.4,288.7,78.0,1.29,26.0,treat_then_reuse
233471.0,14.4,32.5,49.8,248.9,0.12,10.0,disposal
16358.0,5.5,15.7,76.3,113.0,4.83,12.0,direct_reuse
118499.0,10.1,12.2,15.1,69.3,7.19,4.0,direct_reuse
127712.0,3.2,9.8,20.0,126.4,11.31,26.0,direct_reuse
26997.0,5.4,54.6,46.5,403.8,27.72,13.0,treat_then_reuse
233396.0,45.8,5.1,10.9,154.4,4.51,7.0,disposal
98405.0,11.8,12.6,14.2,119.8,3.22,45.0,direct_reuse
96741.0,73.8,27.0,8.9,181.7,6.81,32.0,treat_then_reuse
49992.0,12.4,86.7,11.7,75.7,0.52,1.0,direct_reuse
42106.0,13.0,38.2,21.3,110.2,0.19,13.0,direct_reuse
42337.0,24.0,12.5,7.5,52.6,0.89,3.0,direct_reuse
64432.0,1.2,83.4,28.3,16.4,8.67,15.0,direct_reuse
130722.0,16.2,8.3,28.3,131.3,0.7,0.0,direct_reuse
55655.0,12.9,30.3,16.2,131.8,3.02,16.0,direct_reuse
25900.0,51.3,36.2,7.4,65.6,3.47,35.0,treat_then_reuse
87299.0,32.1,12.1,22.8,281.3,2.26,10.0,direct_reuse
93415.0,4.9,42.9,11.0,40.7,0.31,2.0,direct_reuse
77518.0,41.2,16.3,21.2,12.8,2.57,229.0,treat_then_reuse
82607.0,10.6,42.8,75.0,41.8,0.95,69.0,direct_reuse
40552.0,6.0,5.6,4.5,16.5,15.09,5.0,direct_reuse
25584.0,16.1,32.1,272.6,130.6,7.23,8.0,direct_reuse
26696.0,11.2,17.6,18.4,39.4,1.0,1.0,direct_reuse
15602.0,53.8,61.5,32.9,265.9,16.37,25.0,treat_then_reuse
57865.0,18.3,23.7,8.1,259.9,2.58,2.0,direct_reuse
46239.0,16.2,66.6,79.1,32.5,0.19,33.0,direct_reuse
36026.0,30.3,36.8,17.3,37.0,1.49,57.0,direct_reuse
6192.0,36.0,22.2,12.5,162.0,13.82,11.0,direct_reuse
20473.0,27.3,46.1,10.1,264.5,0.57,2.0,direct_reuse
107429.0,48.3,46.3,14.6,9.8,1.51,79.0,treat_then_reuse
30784.0,23.3,35.8,33.2,122.7,0.28,12.0,direct_reuse
63096.0,15.7,3.9,24.7,8.0,0.35,14.0,direct_reuse
18518.0,41.1,11.2,19.1,49.2,0.56,3.0,treat_then_reuse
134201.0,12.4,74.2,8.6,299.8,0.33,16.0,direct_reuse
44320.0,13.9,9.0,8.0,2467.0,0.74,9.0,direct_reuse
60056.0,63.4,49.7,11.6,69.2,15.8,2.0,treat_then_reuse
249708.0,58.0,43.2,34.9,22.8,1.57,91.0,disposal
141706.0,13.4,13.7,44.5,51.2,4.58,170.0,direct_reuse
39553.0,9.0,5.0,52.3,96.8,6.81,56.0,direct_reuse
32362.0,50.2,15.6,20.1,43.1,0.39,45.0,treat_then_reuse
39031.0,27.7,129.3,31.8,32.5,0.56,172.0,treat_then_reuse
70047.0,17.9,12.3,16.4,56.3,4.46,3.0,direct_reuse
45540.0,10.1,13.0,2.5,139.1,0.72,2.0,direct_reuse
37173.0,18.1,11.0,15.5,74.7,4.09,7.0,direct_reuse
136903.0,13.2,64.8,12.8,34.1,14.59,19.0,direct_reuse
45254.0,7.4,20.2,5.8,43.1,0.25,8.0,direct_reuse
245171.0,15.1,14.9,10.2,57.1,1.04,3.0,disposal
52236.0,17.1,76.0,23.6,30.0,1.27,12.0,direct_reuse
171052.0,9.6,39.0,5.2,41.4,0.83,11.0,direct_reuse
62952.0,30.4,11.8,8.6,182.7,0.75,43.0,direct_reuse
96189.0,42.9,9.2,128.7,69.9,0.87,13.0,treat_then_reuse
29518.0,32.2,62.0,2.9,13.1,1.62,1.0,direct_reuse
26967.0,10.5,24.9,16.1,278.0,2.04,22.0,treat_then_reuse
67629.0,26.6,7.1,5.0,142.4,5.69,131.0,direct_reuse
97928.0,14.4,5.9,8.2,19.7,1.6,13.0,direct_reuse
50422.0,4.4,10.0,15.8,60.2,7.05,54.0,direct_reuse
19921.0,24.7,9.1,6.1,37.7,0.76,6.0,direct_reuse
18917.0,15.4,4.8,40.0,189.5,0.35,28.0,direct_reuse
18052.0,139.0,10.2,101.6,59.8,1.11,4.0,treat_then_reuse
14224.0,50.0,11.8,55.1,83.1,3.01,8.0,treat_then_reuse
52925.0,25.5,16.9,68.7,73.1,5.05,9.0,direct_reuse
107746.0,16.8,95.0,3.8,17.7,11.0,25.0,direct_reuse
48563.0,15.6,19.8,15.0,422.4,2.4,4.0,direct_reuse
10074.0,5.5,21.5,35.2,186.5,4.39,1.0,direct_reuse
42893.0,2.8,36.9,57.1,39.6,9.77,25.0,direct_reuse
43741.0,6.1,20.3,164.7,111.2,0.6,23.0,direct_reuse
212607.0,12.9,33.8,72.4,262.8,1.25,14.0,disposal
17677.0,2.0,30.7,58.9,95.7,60.47,49.0,treat_then_reuse
37292.0,8.2,27.1,473.6,498.9,5.02,9.0,direct_reuse
161797.0,10.8,224.3,22.5,2229.7,3.2,19.0,treat_then_reuse
67170.0,11.1,50.9,14.2,78.4,5.27,7.0,direct_reuse
72716.0,7.4,10.3,24.8,47.4,0.29,8.0,direct_reuse
53115.0,9.9,33.0,6.7,30.3,0.71,20.0,direct_reuse
61757.0,63.5,13.0,21.8,7.9,0.44,365.0,treat_then_reuse
84485.0,24.4,35.1,2.5,355.3,2.84,37.0,direct_reuse
27816.0,8.1,8.2,10.6,61.0,1.02,28.0,direct_reuse
90639.0,12.7,10.1,17.5,235.8,1.87,39.0,direct_reuse
18749.0,13.1,32.3,62.8,294.2,1.1,0.0,direct_reuse
61689.0,6.7,54.5,76.2,27.4,0.2,20.0,direct_reuse
55554.0,6.7,36.7,6.3,32.3,5.21,48.0,direct_reuse
31844.0,33.4,48.6,242.6,613.5,0.17,14.0,disposal
48249.0,9.2,33.1,24.0,83.3,0.64,11.0,direct_reuse
31705.0,5.0,28.2,26.8,43.5,0.3,3.0,direct_reuse
23151.0,13.0,16.4,2.9,28.5,0.53,6.0,direct_reuse
38272.0,15.0,47.0,9.5,77.0,2.14,3.0,direct_reuse
22634.0,2.3,55.7,70.8,472.8,8.21,55.0,direct_reuse
61449.0,13.0,23.3,24.6,191.3,0.22,116.0,direct_reuse
21915.0,29.4,22.3,22.9,109.9,0.8,222.0,disposal
80691.0,20.2,87.6,26.4,516.7,0.17,3.0,direct_reuse
21439.0,100.2,24.1,3.6,417.9,0.75,4.0,treat_then_reuse
32978.0,41.5,26.1,17.9,130.0,1.81,4.0,treat_then_reuse
31659.0,49.6,36.1,108.9,1907.8,4.47,3.0,disposal
123946.0,167.3,22.7,74.0,68.6,0.1,3.0,treat_then_reuse
61772.0,26.6,12.7,17.3,301.2,3.37,6.0,direct_reuse
42268.0,15.6,33.2,131.2,58.4,0.47,45.0,direct_reuse
69501.0,32.3,23.8,4.4,243.0,0.34,4.0,direct_reuse
11215.0,8.1,107.1,6.3,68.5,1.8,59.0,treat_then_reuse
47563.0,14.8,46.1,188.0,149.5,3.73,95.0,direct_reuse
198444.0,7.5,15.2,40.2,1247.8,1.45,19.0,disposal
53779.0,19.3,44.0,14.2,256.5,0.4,77.0,direct_reuse
51407.0,7.5,31.4,18.8,152.1,1.45,2.0,direct_reuse
71947.0,7.3,69.9,7.6,38.4,0.64,5.0,direct_reuse
91759.0,19.5,16.1,28.0,110.7,3.62,16.0,direct_reuse
