hour,gas_mmscfd,liq_bpd,press_psig,level_pct,foam_idx,antifoam_ppm,inlet_momentum,carryover
1104,40.6,14318.0,168.7,59.0,0.7,0,0.224,0
1105,45.0,13383.0,185.4,60.7,0.58,12,0.241,0
1106,39.8,13347.0,170.2,62.2,0.51,12,0.213,0
1107,41.1,13901.0,175.2,63.4,0.58,12,0.218,0
1108,46.3,14540.0,180.0,64.1,0.7,12,0.266,0
1109,45.1,15442.0,182.7,64.5,0.73,0,0.247,0
1110,46.6,12790.0,178.4,64.9,0.67,12,0.273,0
1111,42.2,14070.0,189.1,64.7,0.75,12,0.206,0
1112,39.9,13093.0,184.3,64.1,0.81,12,0.191,0
1113,42.1,14571.0,183.9,63.2,0.58,0,0.214,0
1114,42.9,13206.0,172.6,61.8,0.78,12,0.242,0
1115,42.8,13394.0,190.2,60.3,0.6,0,0.21,0
1116,45.4,13458.0,175.2,58.7,0.73,12,0.265,0
1117,41.6,13822.0,190.4,56.9,0.69,0,0.198,0
1118,43.3,14105.0,192.1,55.2,0.42,0,0.212,0
1119,39.9,14221.0,183.1,53.8,0.52,0,0.192,1
1120,43.4,13883.0,186.2,53.0,0.49,12,0.223,0
1121,42.2,12960.0,161.5,52.2,0.44,0,0.257,0
1122,40.3,14404.0,178.8,52.1,0.7,12,0.203,0
1123,41.5,13861.0,186.6,52.4,0.82,0,0.203,0
1124,41.5,14715.0,185.5,53.0,0.58,0,0.205,0
1125,41.3,13410.0,172.7,53.9,0.69,12,0.224,0
1126,46.3,12787.0,178.2,55.2,0.75,0,0.269,1
1127,41.6,13888.0,164.8,56.6,0.62,0,0.243,0
1128,41.1,14823.0,182.5,58.3,0.59,0,0.206,1
1129,36.4,14032.0,168.7,60.1,0.57,12,0.18,0
1130,39.4,13782.0,186.8,61.7,0.64,0,0.183,0
1131,40.9,13316.0,187.1,62.7,0.67,12,0.196,1
1132,39.8,15159.0,177.2,63.6,0.63,0,0.201,0
1133,44.9,13211.0,183.1,64.2,0.62,12,0.244,0
1134,41.0,13427.0,178.7,64.4,0.57,12,0.21,0
1135,44.5,14336.0,181.5,64.0,0.41,12,0.243,0
1136,41.4,12641.0,173.1,63.2,0.66,0,0.224,0
1137,41.3,14835.0,183.7,62.4,0.44,12,0.205,0
1138,40.9,14383.0,170.2,61.1,0.63,0,0.224,1
1139,41.1,14578.0,169.0,59.5,0.64,0,0.228,0
1140,45.3,14342.0,179.3,57.8,0.44,12,0.256,0
1141,35.1,13841.0,178.7,56.3,0.49,0,0.155,1
1142,35.9,13212.0,181.6,54.8,0.76,12,0.158,0
1143,39.5,13860.0,176.1,53.5,0.54,12,0.199,0
1144,40.8,13278.0,191.3,52.5,0.42,12,0.19,0
1145,42.4,14303.0,181.0,51.7,0.62,12,0.221,0
1146,41.8,14530.0,181.4,51.6,0.46,12,0.215,0
1147,39.6,15001.0,181.2,51.9,0.34,12,0.193,0
1148,43.1,14230.0,186.0,52.4,0.58,12,0.22,0
1149,43.0,14619.0,183.5,53.3,0.43,12,0.224,0
1150,40.9,13765.0,182.7,54.7,0.55,0,0.203,0
1151,42.8,13640.0,184.4,56.3,0.43,12,0.219,0
1152,41.0,14309.0,169.1,58.0,0.58,0,0.227,0
1153,38.8,13708.0,169.3,59.4,0.52,0,0.204,0
1154,41.9,14169.0,179.5,60.9,0.24,0,0.219,0
1155,40.4,13239.0,178.8,62.2,0.53,12,0.204,0
1156,40.1,13366.0,183.5,63.1,0.46,12,0.194,0
1157,43.7,14430.0,180.1,63.7,0.63,0,0.237,0
1158,33.8,14607.0,183.5,63.8,0.52,0,0.138,0
1159,36.4,13298.0,172.5,63.6,0.55,0,0.174,0
1160,36.9,14458.0,179.9,62.9,0.4,12,0.169,0
1161,38.9,13617.0,172.0,62.0,0.39,12,0.2,0
1162,39.1,14003.0,182.3,60.8,0.46,12,0.186,0
1163,35.9,14984.0,168.7,59.3,0.42,12,0.175,0
1164,37.2,14559.0,182.1,57.8,0.59,0,0.169,0
1165,37.4,14551.0,171.2,56.2,0.44,12,0.187,0
1166,45.7,15331.0,177.7,54.7,0.32,12,0.263,0
1167,44.0,13503.0,185.4,53.5,0.36,12,0.23,0
1168,38.4,13306.0,181.4,52.6,0.53,12,0.181,0
1169,38.5,13492.0,170.1,52.0,0.42,12,0.199,0
1170,36.5,13820.0,176.0,51.7,0.41,12,0.17,0
1171,34.5,12350.0,171.0,51.9,0.53,12,0.159,0
1172,39.0,13854.0,169.8,52.4,0.33,12,0.204,0
1173,36.7,13618.0,180.7,53.6,0.19,0,0.166,0
1174,38.9,14548.0,183.4,54.8,0.32,12,0.183,0
1175,35.1,14246.0,182.6,56.3,0.43,12,0.15,0
1176,37.1,13579.0,183.6,57.7,0.38,0,0.166,0
1177,39.4,14413.0,179.9,59.4,0.24,12,0.192,0
1178,39.9,14506.0,178.4,60.7,0.49,12,0.2,0
1179,40.0,13462.0,173.6,61.9,0.4,12,0.208,0
1180,35.6,13655.0,177.4,62.9,0.42,0,0.16,0
1181,41.0,12442.0,172.1,63.6,0.42,12,0.222,0
1182,36.8,13236.0,174.9,63.5,0.24,0,0.175,0
1183,40.3,13479.0,180.5,63.3,0.4,12,0.201,0
1184,38.7,14051.0,179.3,62.7,0.45,12,0.186,0
1185,35.2,13337.0,198.4,61.7,0.47,12,0.134,0
1186,37.8,13638.0,171.9,60.5,0.43,0,0.189,0
1187,39.5,13140.0,179.2,58.8,0.4,12,0.194,0
1188,40.1,14116.0,171.5,56.9,0.17,12,0.213,0
1189,38.1,14294.0,177.7,55.2,0.34,0,0.184,0
1190,42.3,14277.0,177.9,53.8,0.24,12,0.225,0
1191,40.9,14003.0,185.1,52.2,0.46,12,0.2,0
1192,37.7,12915.0,177.3,51.1,0.44,0,0.18,0
1193,40.2,13559.0,178.9,50.3,0.23,12,0.202,0
1194,43.1,13706.0,177.4,50.1,0.31,12,0.235,0
1195,43.2,13708.0,171.6,50.5,0.34,0,0.247,0
1196,35.1,14042.0,176.1,51.1,0.4,12,0.158,0
1197,35.9,14986.0,177.7,52.0,0.14,12,0.162,0
1198,41.9,14555.0,180.4,53.4,0.08,12,0.216,0
1199,35.5,13294.0,183.4,54.8,0.3,12,0.152,0
1200,34.8,14459.0,178.6,56.4,0.04,12,0.151,0
1201,36.8,14431.0,178.5,58.0,0.3,12,0.17,0
1202,39.1,13416.0,169.7,59.5,0.34,12,0.205,0
1203,37.7,14573.0,183.2,60.8,0.4,12,0.172,0
1204,36.3,13865.0,175.8,61.7,0.21,12,0.169,0
1205,36.2,12989.0,184.5,62.3,0.29,12,0.157,0
1206,36.1,14292.0,187.9,62.6,0.33,12,0.152,0
1207,35.6,14124.0,178.9,62.4,0.15,0,0.159,0
1208,43.5,13810.0,173.9,61.9,0.35,12,0.246,0
1209,38.5,13942.0,179.9,60.8,0.28,12,0.184,0
1210,40.0,13462.0,182.1,59.8,0.19,0,0.195,0
1211,36.5,14391.0,178.1,58.4,0.26,12,0.168,0
1212,37.2,13931.0,176.6,56.7,0.23,0,0.176,0
1213,35.9,14075.0,183.4,55.2,0.32,12,0.155,0
1214,31.0,14207.0,183.0,53.7,0.2,12,0.116,0
1215,34.2,13146.0,177.9,52.5,0.26,12,0.147,0
1216,33.1,13326.0,170.1,51.4,0.17,12,0.147,0
1217,31.9,12402.0,182.7,50.8,0.13,0,0.124,0
1218,34.5,14342.0,175.4,50.7,0.24,12,0.153,0
1219,40.8,13095.0,181.3,51.0,0.13,0,0.205,0
1220,37.4,14034.0,180.9,51.5,0.3,0,0.172,0
1221,40.7,14198.0,168.7,52.3,0.27,0,0.225,0
1222,38.5,14357.0,180.5,53.6,0.13,12,0.183,0
1223,39.4,13089.0,183.1,55.1,0.23,0,0.188,0
1224,35.1,13884.0,183.8,56.5,0.13,0,0.149,0
1225,38.7,15095.0,180.7,58.3,0.04,12,0.184,0
1226,39.2,15123.0,168.1,59.8,0.14,0,0.209,0
1227,35.9,14611.0,187.7,61.0,0.19,12,0.151,0
1228,38.7,14153.0,182.5,61.8,0.25,0,0.182,0
1229,38.7,13209.0,172.8,62.4,0.21,12,0.197,0
1230,35.9,14413.0,175.3,62.6,0.28,12,0.166,0
1231,34.4,13795.0,181.4,62.5,0.09,12,0.146,0
1232,34.3,14295.0,184.1,62.0,0.15,12,0.141,0
1233,37.4,13456.0,177.1,61.1,0.35,12,0.178,0
1234,38.0,13774.0,185.0,59.9,0.0,12,0.173,0
1235,35.2,14006.0,169.2,58.6,0.13,0,0.168,0
1236,37.2,14060.0,173.7,57.0,0.07,12,0.181,0
1237,38.6,14229.0,167.6,55.5,0.15,12,0.204,0
1238,38.7,13474.0,174.6,54.2,0.13,12,0.194,0
1239,41.0,12936.0,189.0,53.0,0.23,12,0.195,0
1240,40.3,15009.0,192.3,51.9,0.19,12,0.184,0
1241,34.6,15610.0,181.4,51.3,0.04,12,0.147,0
1242,41.3,14177.0,176.2,51.0,0.11,0,0.218,0
1243,35.8,12932.0,178.7,51.1,0.16,0,0.16,0
1244,39.7,13314.0,182.8,51.6,0.24,0,0.191,0
1245,37.2,14207.0,170.6,52.6,0.4,0,0.185,0
1246,36.0,14785.0,176.6,53.9,0.23,0,0.165,0
1247,32.5,12992.0,188.6,55.2,0.06,0,0.123,0
1248,36.6,13750.0,173.7,56.7,0.15,12,0.175,0
1249,33.1,13969.0,175.5,58.2,0.17,0,0.141,0
1250,39.4,14433.0,180.1,59.7,0.1,12,0.193,0
1251,40.8,13582.0,181.7,60.8,0.2,12,0.204,0
1252,35.0,12723.0,176.2,61.6,0.0,12,0.157,0
1253,37.8,14248.0,180.5,62.2,0.21,12,0.176,0
1254,35.2,14596.0,183.6,62.3,0.1,12,0.149,0
1255,35.4,13745.0,191.8,62.0,0.14,12,0.143,0
1256,38.9,14082.0,179.2,61.4,0.3,12,0.189,0
1257,36.9,13461.0,179.8,60.4,0.02,0,0.169,0
1258,41.4,13196.0,189.2,59.2,0.18,12,0.198,0
1259,35.8,14501.0,176.7,58.0,0.23,12,0.163,0
1260,39.5,14049.0,172.1,56.2,0.17,0,0.206,0
1261,37.2,14115.0,181.5,54.8,0.0,12,0.17,0
1262,39.0,14818.0,186.5,53.0,0.29,0,0.179,0
1263,35.9,13023.0,182.2,51.9,0.13,12,0.157,0
1264,36.9,13369.0,179.4,50.7,0.1,12,0.169,0
1265,36.7,13860.0,171.3,50.4,0.12,0,0.179,0
1266,34.9,13349.0,179.6,50.2,0.11,12,0.152,0
1267,38.7,14287.0,187.4,50.5,0.03,12,0.175,0
1268,38.6,13602.0,172.6,51.3,0.17,12,0.196,0
1269,38.5,13032.0,178.5,52.2,0.09,12,0.186,0
1270,40.9,13767.0,177.7,53.4,0.22,0,0.211,0
1271,40.7,13834.0,175.8,54.7,0.21,12,0.212,0
1272,36.1,14363.0,181.5,56.4,0.32,12,0.16,0
1273,38.0,13978.0,182.7,57.9,0.14,0,0.175,0
1274,35.5,14020.0,182.6,59.2,0.08,12,0.153,0
1275,37.1,13915.0,174.1,60.5,0.01,12,0.179,0
1276,35.6,13553.0,170.1,61.4,0.38,12,0.17,0
1277,41.1,13177.0,181.6,61.9,0.23,12,0.207,0
1278,38.0,13874.0,177.0,62.2,0.09,12,0.183,0
1279,36.6,13432.0,191.0,61.9,0.33,12,0.153,1
1280,40.1,14842.0,191.3,61.2,0.3,12,0.183,0
1281,31.7,14592.0,191.9,60.4,0.03,12,0.114,0
1282,32.1,14089.0,174.4,59.2,0.1,0,0.134,0
1283,39.2,13904.0,183.4,57.7,0.16,12,0.185,0
1284,37.3,13571.0,185.2,56.1,0.07,0,0.166,0
1285,37.8,12743.0,184.6,54.6,0.17,12,0.171,0
1286,33.9,13467.0,177.9,53.0,0.25,12,0.145,0
1287,37.2,13683.0,187.7,51.9,0.04,0,0.162,0
1288,42.2,13766.0,180.0,50.9,0.21,12,0.221,0
1289,39.3,13927.0,180.8,50.1,0.3,12,0.19,0
1290,37.7,14236.0,170.8,50.1,0.23,0,0.19,0
1291,36.2,13099.0,183.9,50.5,0.18,0,0.158,0
1292,36.3,13099.0,178.4,51.0,0.13,12,0.166,0
1293,32.0,14585.0,182.8,51.8,0.28,0,0.124,0
1294,38.0,14102.0,181.4,53.1,0.08,12,0.177,0
1295,39.5,13282.0,181.1,54.4,0.23,0,0.192,0
1296,33.5,13473.0,179.7,56.1,0.21,12,0.139,0
1297,35.8,13468.0,184.7,57.6,0.32,12,0.153,0
1298,34.5,13555.0,178.8,59.2,0.15,12,0.149,0
1299,35.0,13856.0,171.3,60.4,0.16,12,0.163,0
1300,37.6,15292.0,183.4,61.3,0.09,0,0.171,0
1301,32.3,13643.0,175.1,62.1,0.26,12,0.134,0
1302,39.1,13966.0,172.1,62.2,0.18,12,0.202,0
1303,39.4,12314.0,173.9,62.1,0.14,12,0.202,0
1304,37.0,13148.0,181.7,61.6,0.15,12,0.167,0
1305,31.4,14340.0,179.4,60.6,0.29,0,0.123,0
1306,35.1,13753.0,167.2,59.2,0.13,12,0.17,0
1307,40.7,10391.0,177.7,57.6,0.14,12,0.21,0
1308,30.7,13927.0,187.0,56.1,0.33,12,0.111,0
1309,36.9,14790.0,177.3,54.6,0.23,12,0.172,0
1310,34.8,12042.0,179.0,53.2,0.35,12,0.151,0
1311,39.8,14495.0,186.3,52.0,0.22,0,0.187,0
1312,36.1,11483.0,184.8,50.8,0.26,12,0.156,0
1313,38.9,14072.0,186.1,50.0,0.28,0,0.179,0
1314,39.3,13401.0,163.4,50.1,0.41,12,0.219,0
1315,42.5,11754.0,190.4,50.4,0.4,12,0.207,0
1316,37.4,13703.0,183.8,51.0,0.39,12,0.169,0
1317,38.9,14187.0,194.8,52.0,0.22,12,0.168,0
1318,34.3,13628.0,175.3,53.0,0.18,12,0.151,0
1319,41.0,13774.0,169.4,54.4,0.36,12,0.227,0
1320,36.2,13068.0,180.0,56.2,0.43,12,0.162,0
1321,36.7,12045.0,178.3,57.8,0.41,12,0.169,0
1322,38.1,13824.0,183.9,59.1,0.3,12,0.174,0
1323,34.3,14555.0,186.4,60.2,0.38,0,0.139,0
1324,38.8,14113.0,179.5,61.1,0.38,12,0.187,0
1325,40.7,11922.0,178.6,61.7,0.33,12,0.207,0
1326,39.0,12244.0,183.1,62.1,0.34,12,0.184,0
1327,34.4,12703.0,178.5,61.9,0.33,12,0.148,0
1328,38.1,12171.0,178.0,61.2,0.25,12,0.182,0
1329,40.3,13309.0,186.2,60.2,0.26,12,0.192,0
1330,33.8,13544.0,187.6,59.0,0.27,12,0.133,0
1331,35.8,12258.0,186.5,57.4,0.18,12,0.151,0
1332,40.7,13795.0,179.0,55.9,0.36,12,0.207,0
1333,39.2,13662.0,167.2,54.5,0.34,12,0.212,0
1334,39.6,12849.0,179.1,53.1,0.43,0,0.196,0
1335,43.3,13102.0,175.5,51.7,0.48,12,0.241,0
1336,39.9,11849.0,179.2,50.7,0.5,12,0.198,0
1337,40.4,12972.0,176.0,49.9,0.51,12,0.209,0
1338,45.6,13201.0,179.9,49.7,0.3,0,0.258,0
1339,38.3,13304.0,173.8,49.9,0.23,12,0.191,0
1340,36.9,13442.0,172.3,50.4,0.47,0,0.179,0
1341,40.0,13338.0,187.3,51.6,0.52,12,0.187,0
1342,40.1,12973.0,174.2,52.9,0.55,0,0.208,0
1343,37.7,13349.0,180.0,54.2,0.44,12,0.176,0
1344,36.5,13840.0,185.7,55.5,0.2,0,0.158,0
1345,44.9,13062.0,185.5,56.9,0.44,12,0.239,0
1346,40.0,13342.0,184.8,58.6,0.46,0,0.191,0
1347,37.4,12979.0,181.8,59.9,0.54,12,0.171,0
1348,41.5,12647.0,184.3,61.1,0.56,0,0.207,0
1349,39.0,13456.0,188.2,61.7,0.51,0,0.177,0
1350,38.7,12692.0,182.6,61.9,0.37,12,0.182,0
1351,40.8,13341.0,169.0,61.5,0.33,12,0.226,0
1352,36.2,13081.0,176.8,61.0,0.49,12,0.167,0
1353,40.4,12838.0,184.2,60.0,0.36,0,0.196,0
1354,44.3,12811.0,176.2,58.7,0.59,0,0.251,0
1355,40.8,12676.0,189.7,57.5,0.28,12,0.191,0
1356,38.7,11869.0,179.6,55.9,0.51,12,0.186,0
1357,38.4,13279.0,180.5,54.5,0.49,12,0.182,0
1358,38.7,13163.0,186.7,52.9,0.44,12,0.177,0
1359,39.2,13586.0,178.9,51.9,0.38,12,0.192,0
1360,38.9,12609.0,181.1,50.9,0.27,0,0.186,0
1361,42.2,14298.0,185.4,50.4,0.43,12,0.212,0
1362,35.6,12695.0,171.2,50.3,0.43,0,0.169,0
1363,42.2,12338.0,178.3,50.5,0.6,0,0.223,0
1364,39.1,12245.0,185.0,51.2,0.41,12,0.183,0
1365,41.1,11716.0,180.4,52.2,0.54,12,0.208,0
1366,37.4,13992.0,188.8,53.4,0.37,12,0.162,0
1367,43.6,13869.0,170.5,54.7,0.55,12,0.254,0
1368,43.4,13319.0,169.9,56.3,0.28,0,0.253,0
1369,42.8,12261.0,184.6,57.8,0.72,12,0.219,0
1370,36.6,14146.0,185.2,59.5,0.5,12,0.16,0
1371,42.5,12621.0,178.8,60.8,0.24,0,0.226,0
1372,41.5,12669.0,182.4,61.7,0.45,12,0.21,0
1373,36.6,13853.0,184.5,62.4,0.44,12,0.16,0
1374,40.6,13297.0,175.1,62.4,0.47,0,0.212,0
1375,41.6,14366.0,175.8,62.1,0.5,12,0.222,0
1376,42.2,12989.0,181.1,61.5,0.47,12,0.218,0
1377,41.3,12526.0,185.4,60.7,0.46,12,0.202,0
1378,41.6,12365.0,173.0,59.5,0.43,12,0.227,0
1379,44.6,11490.0,178.8,58.2,0.63,12,0.249,0
1380,44.1,12577.0,178.5,56.8,0.68,12,0.243,0
1381,33.9,13562.0,182.5,55.1,0.53,12,0.14,0
1382,40.3,13170.0,179.9,53.7,0.56,12,0.202,0
1383,40.8,12754.0,176.7,52.5,0.45,12,0.211,0
1384,36.9,12032.0,187.5,51.5,0.58,12,0.159,0
1385,41.5,12877.0,176.8,51.1,0.6,0,0.219,0
1386,44.5,13416.0,178.2,50.7,0.55,0,0.249,0
1387,38.7,12998.0,170.5,51.0,0.62,0,0.201,0
1388,42.3,12802.0,175.7,51.7,0.61,12,0.23,0
1389,39.3,12116.0,183.1,52.6,0.48,12,0.187,0
1390,39.9,13270.0,181.9,53.7,0.71,0,0.195,1
1391,45.4,10460.0,183.6,55.2,0.57,0,0.248,0
1392,40.4,12909.0,183.3,56.8,0.76,0,0.197,0
1393,43.0,14430.0,192.5,58.3,0.64,12,0.208,0
1394,37.2,11563.0,175.5,59.6,0.8,12,0.178,0
1395,46.6,12439.0,170.3,61.0,0.72,12,0.291,0
1396,43.5,12592.0,173.7,62.0,0.63,12,0.247,0
1397,41.6,12262.0,175.8,62.7,0.54,12,0.222,0
1398,43.6,13300.0,174.2,63.0,0.54,12,0.247,0
1399,38.7,12894.0,180.6,63.1,0.67,12,0.185,0
1400,45.2,12659.0,187.5,62.6,0.63,12,0.239,0
1401,41.5,13099.0,189.2,61.6,0.56,12,0.199,0
1402,41.9,12542.0,183.0,60.4,0.7,12,0.212,0
1403,41.2,14745.0,192.8,58.9,0.63,12,0.191,0
1404,41.1,12614.0,177.9,57.3,0.71,12,0.213,0
1405,44.3,12633.0,170.2,55.6,0.53,0,0.264,1
1406,43.3,11288.0,186.3,54.1,0.73,12,0.222,0
1407,44.4,12093.0,169.0,52.9,0.68,0,0.267,0
1408,42.8,13266.0,175.5,51.9,0.75,12,0.235,0
1409,44.1,11516.0,183.1,51.2,0.73,12,0.236,0
1410,41.9,10930.0,179.4,50.8,0.63,12,0.218,0
1411,48.6,12451.0,178.9,51.3,0.62,12,0.295,0
1412,39.1,13377.0,172.9,51.9,0.82,0,0.201,0
1413,46.3,12435.0,179.9,52.8,0.61,12,0.266,0
1414,46.6,12159.0,186.0,54.1,0.72,0,0.257,0
1415,41.1,11082.0,180.1,55.8,0.6,0,0.21,0
1416,48.9,12688.0,175.0,57.4,0.46,0,0.308,0
1417,45.9,12823.0,172.5,58.6,0.52,12,0.277,0
1418,45.9,11101.0,175.1,60.4,0.69,12,0.271,0
1419,43.6,13131.0,182.4,61.4,0.72,0,0.232,0
1420,43.1,12862.0,182.1,62.3,0.69,0,0.226,0
1421,43.2,13107.0,175.2,62.8,0.76,0,0.24,0
1422,44.7,12711.0,166.7,62.9,0.69,12,0.276,0
1423,47.3,12749.0,182.5,62.8,0.57,0,0.272,0
1424,44.3,12644.0,174.6,61.9,0.71,0,0.254,1
1425,41.7,12876.0,184.1,60.9,0.67,0,0.209,0
1426,46.1,10983.0,175.5,59.8,0.59,12,0.273,0
1427,46.4,11194.0,174.1,58.3,0.7,12,0.28,0
1428,45.8,11718.0,180.9,56.6,0.66,12,0.258,0
1429,46.1,12131.0,194.1,55.0,0.59,12,0.237,0
1430,43.6,12482.0,184.5,53.5,0.63,12,0.228,0
1431,42.0,12426.0,180.8,52.2,0.79,12,0.218,0
1432,42.3,12969.0,182.2,51.1,0.79,0,0.218,1
1433,40.4,12980.0,169.5,50.6,0.67,12,0.22,0
1434,45.2,11553.0,173.3,50.4,0.65,12,0.267,0
1435,44.4,12319.0,164.9,50.5,0.5,12,0.277,0
1436,43.6,11547.0,190.4,51.0,0.82,0,0.218,1
1437,37.4,11997.0,189.2,52.0,0.75,12,0.162,0
1438,41.7,12343.0,182.4,53.1,0.72,12,0.212,0
1439,47.7,9720.0,180.8,54.6,0.42,12,0.281,0
1440,43.3,13782.0,170.7,56.3,0.65,12,0.251,0
1441,46.0,12479.0,178.7,57.8,0.63,12,0.265,0
1442,41.7,11654.0,190.8,59.1,0.71,0,0.198,0
1443,48.8,13409.0,180.8,60.4,0.6,12,0.293,0
1444,44.9,11805.0,176.6,61.4,0.62,12,0.257,0
1445,46.1,12129.0,169.5,61.9,0.7,0,0.287,0
1446,51.2,11684.0,188.3,62.2,0.56,12,0.306,0
1447,49.3,13169.0,179.6,62.1,0.58,12,0.302,0
1448,44.8,11928.0,169.5,61.5,0.65,12,0.271,0
1449,44.1,12094.0,174.5,60.5,0.76,12,0.252,0
1450,44.9,12821.0,172.3,59.5,0.71,12,0.265,0
1451,47.0,12376.0,179.2,58.2,0.73,0,0.276,1
1452,45.6,11917.0,181.2,56.8,0.63,0,0.255,0
1453,44.9,12720.0,177.0,55.2,0.77,0,0.256,0
1454,49.6,13708.0,184.7,53.7,0.45,12,0.295,0
1455,45.8,12142.0,180.5,52.6,0.82,12,0.259,0
1456,51.9,11990.0,186.4,51.6,0.83,0,0.318,1
1457,46.4,12016.0,177.9,51.0,0.66,12,0.272,0
1458,50.7,12802.0,198.3,50.7,0.69,12,0.279,0
1459,47.2,11454.0,176.6,50.8,0.61,12,0.284,1
1460,48.8,11667.0,174.6,51.5,0.59,12,0.308,0
1461,44.6,10774.0,173.8,52.6,0.54,12,0.259,0
1462,44.4,11010.0,178.7,53.8,0.6,12,0.247,0
1463,47.7,11465.0,169.7,55.3,0.65,12,0.307,0
1464,49.1,11776.0,181.8,56.8,0.64,12,0.295,0
1465,46.8,13042.0,168.6,58.0,0.79,12,0.298,0
1466,43.6,12167.0,181.0,59.3,0.6,12,0.234,0
1467,43.5,11142.0,171.9,60.5,0.44,12,0.25,0
1468,43.4,11260.0,177.7,61.3,0.75,12,0.237,0
1469,42.6,12720.0,183.6,62.0,0.46,12,0.219,0
1470,47.3,12535.0,193.8,62.3,0.52,12,0.251,0
1471,50.0,11754.0,173.5,62.0,0.6,12,0.326,0
1472,47.2,11413.0,179.1,61.6,0.61,12,0.278,0
1473,41.6,12499.0,175.7,60.6,0.42,12,0.222,0
1474,46.9,11005.0,174.8,59.3,0.49,12,0.284,0
1475,47.0,11963.0,175.7,57.9,0.41,0,0.283,0
1476,52.7,13268.0,184.9,56.4,0.62,12,0.332,0
1477,43.9,11809.0,177.1,54.9,0.67,12,0.244,0
1478,46.6,11111.0,193.5,53.5,0.43,12,0.244,0
1479,51.9,11930.0,182.5,52.0,0.64,0,0.328,0
1480,48.9,11302.0,173.9,51.0,0.63,12,0.311,0
1481,49.2,10644.0,177.8,50.5,0.47,0,0.305,0
1482,48.2,12099.0,175.2,50.0,0.33,12,0.299,0
1483,48.8,12379.0,184.8,50.4,0.42,12,0.284,0
1484,49.9,11368.0,170.2,51.1,0.47,12,0.335,0
1485,46.0,11310.0,172.0,51.9,0.68,12,0.28,0
1486,50.3,10890.0,176.5,53.1,0.5,12,0.323,0
1487,44.8,11446.0,184.1,54.7,0.41,12,0.241,0
1488,49.1,11146.0,187.4,56.5,0.52,12,0.282,0
1489,48.8,10821.0,188.3,58.0,0.37,12,0.277,0
1490,46.8,12842.0,183.2,59.5,0.55,0,0.265,0
1491,48.4,11833.0,179.5,60.6,0.4,0,0.291,0
1492,47.0,11896.0,184.8,61.6,0.41,12,0.263,0
1493,45.9,12102.0,173.1,62.1,0.52,0,0.276,0
1494,47.7,12012.0,168.9,62.3,0.66,0,0.309,0
1495,45.9,11172.0,182.6,62.3,0.7,0,0.256,0
1496,49.6,11641.0,174.0,61.7,0.37,0,0.319,0
1497,45.9,11250.0,179.6,60.6,0.41,12,0.262,0
1498,50.7,11735.0,180.7,59.2,0.52,0,0.316,1
1499,46.0,11656.0,181.5,57.8,0.58,12,0.259,0
1500,47.6,11138.0,185.6,56.2,0.24,0,0.269,0
1501,47.5,10464.0,185.0,54.6,0.46,12,0.269,0
1502,52.4,11486.0,181.2,53.0,0.4,12,0.338,0
1503,50.0,11229.0,177.3,51.8,0.25,12,0.317,0
1504,48.7,10038.0,180.6,50.7,0.3,12,0.293,0
1505,50.5,11705.0,176.4,50.2,0.38,12,0.326,0
1506,44.1,12015.0,178.8,49.9,0.43,0,0.243,0
1507,49.3,13098.0,195.7,50.3,0.52,12,0.268,0
1508,54.5,11043.0,181.1,50.9,0.45,12,0.365,0
1509,49.9,10929.0,182.7,52.1,0.51,12,0.302,0
1510,49.8,10519.0,175.8,53.4,0.41,12,0.317,0
1511,51.0,11431.0,186.1,55.1,0.33,12,0.308,0
1512,51.9,11415.0,184.6,56.6,0.38,0,0.323,0
1513,44.8,10695.0,184.6,58.2,0.46,0,0.24,0
1514,45.6,11130.0,181.3,59.8,0.49,12,0.255,0
1515,50.4,9856.0,186.2,61.1,0.37,12,0.3,0
1516,48.1,11879.0,187.6,62.1,0.29,0,0.271,0
1517,53.3,10680.0,181.7,62.7,0.41,12,0.347,0
1518,49.2,11185.0,179.3,62.9,0.42,0,0.302,0
1519,45.3,10200.0,185.4,62.8,0.49,12,0.244,0
1520,47.0,10780.0,174.6,62.4,0.29,0,0.286,0
1521,43.3,10981.0,175.7,61.4,0.29,12,0.241,0
1522,49.7,11159.0,179.7,60.0,0.43,0,0.307,0
1523,49.8,11492.0,169.6,58.5,0.31,0,0.335,0
1524,49.3,12153.0,185.0,57.0,0.3,12,0.29,0
1525,53.1,11648.0,174.2,55.3,0.47,12,0.366,0
1526,53.5,11798.0,177.2,54.0,0.2,12,0.362,0
1527,50.1,12126.0,178.7,52.8,0.54,12,0.314,0
1528,45.2,11502.0,180.2,51.8,0.27,0,0.253,0
1529,52.2,11067.0,177.9,51.4,0.41,12,0.343,0
1530,52.0,11789.0,179.6,51.0,0.31,12,0.337,0
1531,51.5,11824.0,179.6,51.4,0.34,12,0.329,0
1532,53.2,11516.0,177.3,52.1,0.28,12,0.358,0
1533,47.9,10034.0,175.4,52.8,0.39,0,0.295,0
1534,55.9,10453.0,186.5,54.2,0.27,12,0.368,0
1535,48.5,10839.0,167.4,55.8,0.24,12,0.323,0
1536,52.8,11567.0,178.8,57.3,0.47,12,0.349,0
1537,46.8,10996.0,177.2,58.7,0.29,0,0.277,0
1538,48.7,11797.0,182.5,60.0,0.22,12,0.289,0
