Sample_ID,Porosity_frac,Permeability_md,Pc_psi,Sw_frac,IFT_dynes_cm,Contact_Angle_deg
6134,0.1473,12.7,26.15,0.4422,30,0
6135,0.1186,4.65,20.84,0.6848,30,0
6136,0.0771,3.08,8.77,1.0,30,0
6137,0.2082,45.06,1.51,1.0,30,0
6138,0.1253,6.14,8.97,1.0,30,0
6139,0.153,12.84,5.23,1.0,30,0
6140,0.1828,38.36,22.57,0.3093,30,0
6141,0.1001,6.81,1.52,1.0,30,0
6142,0.1817,11.53,9.0,0.9134,30,0
6143,0.1618,11.94,13.42,0.6706,30,0
6144,0.2029,27.66,63.74,0.3151,30,0
6145,0.1767,24.75,1.41,1.0,30,0
6146,0.1362,9.35,1.81,1.0,30,0
6147,0.1629,13.15,66.4,0.258,30,0
6148,0.0955,7.8,7.8,0.9276,30,0
6149,0.0568,2.07,20.42,0.6348,30,0
6150,0.1464,16.6,22.95,0.4006,30,0
6151,0.2317,117.99,5.67,0.7166,30,0
6152,0.09,4.22,3.62,1.0,30,0
6153,0.1196,4.82,4.85,1.0,30,0
6154,0.1098,4.29,21.68,0.6328,30,0
6155,0.2126,29.06,27.53,0.398,30,0
6156,0.221,20.87,18.03,0.4193,30,0
6157,0.1171,10.07,8.73,0.9163,30,0
6158,0.1089,4.05,4.57,1.0,30,0
6159,0.1573,13.61,8.31,0.8837,30,0
6160,0.0746,1.86,36.89,0.5531,30,0
6161,0.1352,14.47,29.84,0.3699,30,0
6162,0.1735,34.67,5.86,0.978,30,0
6163,0.0948,2.71,5.96,1.0,30,0
6164,0.0575,1.94,22.71,0.6808,30,0
6165,0.229,81.07,8.34,0.5061,30,0
6166,0.1157,5.85,12.75,0.8394,30,0
6167,0.2074,47.61,8.23,0.7163,30,0
6168,0.1235,10.13,4.16,1.0,30,0
6169,0.1454,10.03,3.14,1.0,30,0
6170,0.1534,20.62,2.25,1.0,30,0
6171,0.1108,4.22,0.5,1.0,30,0
6172,0.1831,14.28,4.94,1.0,30,0
6173,0.1369,7.71,2.82,1.0,30,0
6174,0.0931,2.5,4.48,1.0,30,0
6175,0.1825,18.26,1.18,1.0,30,0
6176,0.1093,8.88,6.27,1.0,30,0
6177,0.1768,10.09,11.01,0.9078,30,0
6178,0.0708,2.85,43.39,0.3752,30,0
6179,0.244,82.24,6.39,0.632,30,0
6180,0.207,34.89,0.5,1.0,30,0
6181,0.1782,38.74,6.75,0.7239,30,0
6182,0.1555,8.44,25.49,0.501,30,0
6183,0.077,1.53,6.24,1.0,30,0
6184,0.2815,126.91,5.17,0.7013,30,0
6185,0.1509,11.32,37.7,0.4342,30,0
6186,0.1119,4.96,5.29,1.0,30,0
6187,0.1597,20.09,52.73,0.1989,30,0
6188,0.1712,49.43,26.81,0.2463,30,0
6189,0.1425,11.85,17.29,0.5559,30,0
6190,0.2059,56.5,13.68,0.5113,30,0
6191,0.2072,44.68,3.82,1.0,30,0
6192,0.0699,3.35,19.66,0.6749,30,0
6193,0.1129,5.43,6.4,1.0,30,0
6194,0.2075,38.44,9.97,0.5932,30,0
6195,0.0333,0.47,1.65,1.0,30,0
6196,0.1056,10.18,5.27,1.0,30,0
6197,0.0954,2.19,11.3,1.0,30,0
6198,0.1222,6.88,9.47,1.0,30,0
6199,0.132,8.51,6.31,1.0,30,0
6200,0.0855,7.93,9.58,0.7914,30,0
6201,0.1534,6.28,20.49,0.6008,30,0
6202,0.1009,3.27,9.22,1.0,30,0
6203,0.2294,190.62,10.58,0.37,30,0
6204,0.2471,114.54,18.12,0.2475,30,0
6205,0.1011,3.02,27.64,0.6636,30,0
6206,0.2504,81.33,11.23,0.4038,30,0
6207,0.1246,7.54,44.4,0.2651,30,0
6208,0.1564,14.23,6.54,1.0,30,0
6209,0.1341,11.29,4.37,1.0,30,0
6210,0.1303,5.52,17.72,0.7274,30,0
6211,0.1816,39.67,2.9,1.0,30,0
6212,0.1382,14.17,34.53,0.3561,30,0
6213,0.1258,6.88,7.33,1.0,30,0
6214,0.0629,2.55,17.97,0.6667,30,0
6215,0.1392,4.17,12.67,0.9803,30,0
6216,0.1098,1.7,0.84,1.0,30,0
6217,0.1415,12.36,18.52,0.559,30,0
6218,0.0648,2.9,23.41,0.5269,30,0
6219,0.144,8.86,60.66,0.2167,30,0
6220,0.2061,63.06,8.07,0.6144,30,0
6221,0.2311,51.38,10.49,0.5979,30,0
6222,0.1327,11.72,31.18,0.3898,30,0
6223,0.1567,10.97,4.7,1.0,30,0
6224,0.2425,116.26,3.14,1.0,30,0
6225,0.1615,22.76,2.14,1.0,30,0
6226,0.1391,8.22,57.42,0.2324,30,0
6227,0.0991,2.2,4.73,1.0,30,0
6228,0.1706,19.54,21.24,0.4788,30,0
6229,0.1918,32.96,8.96,0.6904,30,0
6230,0.1022,5.71,4.13,1.0,30,0
6231,0.1869,17.28,36.69,0.419,30,0
6232,0.1534,7.88,9.35,1.0,30,0
6233,0.133,9.77,12.52,0.8105,30,0
6234,0.0281,0.62,3.77,1.0,30,0
6235,0.1676,9.34,5.88,1.0,30,0
6236,0.1739,38.99,20.66,0.4275,30,0
6237,0.1318,5.71,6.3,1.0,30,0
6238,0.1413,12.98,10.58,0.7479,30,0
6239,0.1493,4.92,1.82,1.0,30,0
6240,0.1686,18.78,28.46,0.4776,30,0
6241,0.1648,9.39,20.07,0.6704,30,0
6242,0.0897,3.95,21.45,0.6273,30,0
6243,0.189,60.28,2.94,1.0,30,0
6244,0.1899,37.14,10.25,0.5603,30,0
6245,0.1262,5.9,0.5,1.0,30,0
6246,0.1637,22.14,5.68,1.0,30,0
6247,0.191,23.22,6.42,1.0,30,0
6248,0.1766,26.33,36.75,0.2153,30,0
6249,0.027,1.6,73.97,0.2435,30,0
6250,0.2094,40.77,14.43,0.5218,30,0
6251,0.105,6.15,10.91,0.9282,30,0
6252,0.1256,7.93,8.7,1.0,30,0
6253,0.3077,288.72,0.5,1.0,30,0
6254,0.1999,17.5,24.15,0.4122,30,0
6255,0.1199,7.66,16.71,0.6512,30,0
6256,0.0557,0.86,15.72,1.0,30,0
6257,0.2057,64.57,24.84,0.3367,30,0
6258,0.0797,2.42,39.48,0.5449,30,0
6259,0.0897,3.65,7.4,1.0,30,0
6260,0.0996,8.19,8.34,0.8879,30,0
6261,0.2199,66.67,55.42,0.227,30,0
6262,0.1929,30.81,16.38,0.4861,30,0
6263,0.129,10.08,28.59,0.3577,30,0
6264,0.1866,17.64,3.76,1.0,30,0
6265,0.1125,5.93,5.72,1.0,30,0
6266,0.144,14.41,7.45,0.9711,30,0
6267,0.1641,13.3,5.72,1.0,30,0
6268,0.1656,38.96,32.34,0.2449,30,0
6269,0.2146,38.89,10.75,0.5755,30,0
6270,0.1657,22.04,46.07,0.2998,30,0
6271,0.1524,7.89,5.81,1.0,30,0
6272,0.2114,29.67,0.57,1.0,30,0
6273,0.1584,10.91,2.23,1.0,30,0
6274,0.0818,3.33,3.67,1.0,30,0
6275,0.1056,7.51,15.32,0.6914,30,0
6276,0.1254,13.48,3.0,1.0,30,0
6277,0.2157,36.32,7.21,0.719,30,0
6278,0.1385,9.77,23.8,0.5323,30,0
6279,0.08,2.85,2.0,1.0,30,0
6280,0.1501,13.04,1.26,1.0,30,0
6281,0.1771,13.96,11.65,0.8053,30,0
6282,0.1745,15.23,17.96,0.6239,30,0
6283,0.2029,36.74,36.28,0.2366,30,0
6284,0.2117,41.38,16.27,0.3559,30,0
6285,0.1251,5.97,43.83,0.4225,30,0
6286,0.1265,5.82,4.21,1.0,30,0
6287,0.1045,3.5,6.27,1.0,30,0
6288,0.1835,28.18,27.42,0.385,30,0
6289,0.2346,69.31,24.99,0.3128,30,0
6290,0.1421,8.35,16.4,0.6666,30,0
6291,0.1208,9.12,10.58,0.857,30,0
6292,0.231,70.82,0.5,1.0,30,0
6293,0.1792,22.35,4.94,1.0,30,0
6294,0.1832,20.56,2.59,1.0,30,0
6295,0.0908,2.92,0.79,1.0,30,0
6296,0.1988,27.51,22.45,0.2824,30,0
6297,0.1042,3.99,2.11,1.0,30,0
6298,0.11,3.12,6.63,1.0,30,0
6299,0.1242,8.04,56.88,0.3103,30,0
6300,0.1141,6.03,7.89,1.0,30,0
6301,0.1514,9.34,2.29,1.0,30,0
6302,0.0742,2.16,17.56,0.9082,30,0
6303,0.2401,38.5,24.91,0.3673,30,0
6304,0.2155,47.14,4.91,0.9752,30,0
6305,0.057,1.18,24.86,0.7187,30,0
6306,0.2134,39.42,4.75,1.0,30,0
6307,0.1015,4.61,17.72,0.6977,30,0
6308,0.2096,34.07,2.0,1.0,30,0
6309,0.1646,11.22,8.37,1.0,30,0
6310,0.1765,12.61,11.02,0.8866,30,0
6311,0.1323,9.76,19.38,0.5775,30,0
6312,0.1837,52.17,15.75,0.4112,30,0
6313,0.0783,2.75,28.79,0.6068,30,0
6314,0.1735,25.26,3.06,1.0,30,0
6315,0.2362,45.68,16.24,0.2947,30,0
6316,0.2283,28.78,2.05,1.0,30,0
6317,0.2685,198.27,9.75,0.4305,30,0
6318,0.1248,6.46,11.15,0.8755,30,0
6319,0.189,38.43,0.5,1.0,30,0
6320,0.1614,10.73,1.09,1.0,30,0
6321,0.253,53.52,27.42,0.3339,30,0
6322,0.1853,12.07,5.07,1.0,30,0
6323,0.1541,7.65,6.37,1.0,30,0
6324,0.2352,58.4,15.34,0.4269,30,0
6325,0.1431,6.75,3.74,1.0,30,0
6326,0.0812,2.24,3.21,1.0,30,0
6327,0.1105,6.55,8.21,1.0,30,0
6328,0.1793,25.61,0.91,1.0,30,0
6329,0.2253,64.74,37.33,0.2002,30,0
6330,0.1263,13.92,42.23,0.2633,30,0
6331,0.2102,59.25,8.92,0.6241,30,0
6332,0.0683,2.39,3.52,1.0,30,0
6333,0.149,7.16,9.54,0.9,30,0
6334,0.1252,8.62,1.58,1.0,30,0
6335,0.1511,10.62,7.61,0.9769,30,0
6336,0.14,13.48,1.15,1.0,30,0
6337,0.2151,27.91,18.37,0.4483,30,0
6338,0.0946,7.14,4.84,1.0,30,0
6339,0.1662,14.39,11.03,0.7785,30,0
6340,0.1223,11.54,0.5,1.0,30,0
6341,0.0954,4.01,11.16,0.99,30,0
6342,0.1487,10.63,0.5,1.0,30,0
6343,0.1482,10.25,38.89,0.2868,30,0
6344,0.1467,9.99,10.43,0.8481,30,0
6345,0.1546,12.66,1.58,1.0,30,0
6346,0.1408,13.34,6.26,1.0,30,0
6347,0.126,7.25,0.71,1.0,30,0
6348,0.2117,56.11,11.35,0.5026,30,0
6349,0.0978,2.99,1.96,1.0,30,0
6350,0.1141,5.13,9.61,1.0,30,0
6351,0.298,342.39,5.47,0.5854,30,0
6352,0.102,3.51,21.51,0.7368,30,0
6353,0.089,2.4,9.87,1.0,30,0
6354,0.1776,29.41,28.28,0.3865,30,0
6355,0.0292,1.01,42.54,0.4309,30,0
6356,0.1418,9.19,52.36,0.2803,30,0
6357,0.2771,159.97,4.52,0.7606,30,0
6358,0.0847,1.91,21.89,0.6838,30,0
6359,0.0385,1.13,8.65,1.0,30,0
6360,0.0943,2.02,8.33,1.0,30,0
6361,0.1864,35.8,30.4,0.2854,30,0
6362,0.2183,46.98,2.36,1.0,30,0
6363,0.118,6.59,9.75,0.9473,30,0
6364,0.1899,27.66,13.48,0.5719,30,0
6365,0.2064,64.61,1.03,1.0,30,0
6366,0.2259,104.04,29.98,0.1499,30,0
6367,0.1069,9.06,5.66,1.0,30,0
6368,0.0498,0.77,16.04,1.0,30,0
6369,0.118,4.55,39.48,0.3339,30,0
6370,0.138,7.3,19.08,0.5057,30,0
6371,0.1431,8.93,32.57,0.3942,30,0
6372,0.1257,9.72,1.08,1.0,30,0
6373,0.223,46.65,10.18,0.7407,30,0
6374,0.231,56.22,12.48,0.411,30,0
6375,0.126,9.91,17.52,0.6646,30,0
6376,0.2134,45.52,1.86,1.0,30,0
6377,0.1847,18.71,16.04,0.5395,30,0
6378,0.1437,13.16,2.37,1.0,30,0
6379,0.1876,36.16,1.05,1.0,30,0
6380,0.1642,13.29,9.5,0.8575,30,0
6381,0.2186,143.94,13.76,0.2486,30,0
6382,0.0592,2.17,47.59,0.3917,30,0
6383,0.1055,6.57,17.99,0.6218,30,0
6384,0.108,10.47,13.42,0.7619,30,0
6385,0.1928,20.64,3.62,1.0,30,0
6386,0.1711,55.79,2.47,1.0,30,0
6387,0.1557,11.83,14.02,0.6592,30,0
6388,0.098,2.21,3.78,1.0,30,0
6389,0.1846,33.48,18.39,0.37,30,0
6390,0.1729,30.14,1.82,1.0,30,0
6391,0.0614,1.19,6.22,1.0,30,0
6392,0.1499,12.13,22.25,0.5145,30,0
6393,0.0937,1.81,26.67,0.7094,30,0
6394,0.0655,5.49,6.35,1.0,30,0
6395,0.0883,4.12,3.47,1.0,30,0
6396,0.2001,32.17,47.62,0.196,30,0
6397,0.1566,14.02,21.47,0.4072,30,0
6398,0.1033,2.6,24.68,0.6629,30,0
6399,0.1975,35.03,3.78,1.0,30,0
6400,0.0785,2.18,8.29,1.0,30,0
6401,0.1598,18.1,1.06,1.0,30,0
6402,0.1574,4.59,1.74,1.0,30,0
6403,0.1631,7.86,3.75,1.0,30,0
6404,0.1841,22.31,5.42,1.0,30,0
6405,0.1766,22.78,88.09,0.1105,30,0
6406,0.2249,60.6,8.23,0.6195,30,0
6407,0.1626,11.04,17.95,0.5573,30,0
6408,0.1731,17.6,35.22,0.3955,30,0
6409,0.114,7.2,4.24,1.0,30,0
6410,0.1944,15.16,2.34,1.0,30,0
6411,0.176,20.64,4.18,1.0,30,0
6412,0.1856,10.83,32.11,0.3947,30,0
6413,0.0672,1.4,16.44,1.0,30,0
6414,0.161,18.13,9.0,0.9047,30,0
6415,0.1952,18.87,25.75,0.3766,30,0
6416,0.1234,5.39,4.05,1.0,30,0
6417,0.091,2.61,4.1,1.0,30,0
6418,0.1968,71.6,12.56,0.4193,30,0
6419,0.1868,21.97,23.41,0.455,30,0
6420,0.1291,9.25,4.51,1.0,30,0
6421,0.0865,3.11,3.54,1.0,30,0
6422,0.1007,4.54,9.64,1.0,30,0
6423,0.2213,58.15,2.16,1.0,30,0
6424,0.1259,14.37,20.66,0.4642,30,0
6425,0.1194,6.29,12.92,0.7852,30,0
6426,0.1941,22.46,10.78,0.7093,30,0
6427,0.086,4.58,30.87,0.4049,30,0
6428,0.2255,73.77,19.78,0.3739,30,0
6429,0.2023,61.77,2.42,1.0,30,0
6430,0.1195,6.96,8.18,1.0,30,0
6431,0.1529,5.73,5.81,1.0,30,0
6432,0.02,0.53,24.3,0.6751,30,0
6433,0.0942,2.06,19.04,0.8084,30,0
6434,0.0761,2.44,9.58,1.0,30,0
6435,0.1459,14.33,26.03,0.4791,30,0
6436,0.1121,8.24,7.92,0.9194,30,0
6437,0.1005,2.42,24.41,0.7489,30,0
6438,0.1327,8.69,0.5,1.0,30,0
6439,0.1679,22.34,2.17,1.0,30,0
6440,0.1775,22.95,21.16,0.4326,30,0
6441,0.0554,1.25,1.82,1.0,30,0
6442,0.1038,10.44,17.27,0.5275,30,0
6443,0.0738,2.32,19.29,0.7929,30,0
6444,0.2112,35.95,16.28,0.4402,30,0
6445,0.1575,31.22,25.58,0.3845,30,0
6446,0.0851,4.15,10.75,0.9568,30,0
6447,0.1047,4.86,34.1,0.4841,30,0
6448,0.1133,7.0,12.64,0.7356,30,0
6449,0.0413,0.82,10.64,1.0,30,0
6450,0.1443,18.23,10.68,0.7195,30,0
6451,0.1291,8.78,36.47,0.4684,30,0
6452,0.1956,39.03,4.19,1.0,30,0
6453,0.1103,3.26,17.81,0.7701,30,0
6454,0.1452,5.8,4.17,1.0,30,0
6455,0.0725,2.0,1.45,1.0,30,0
6456,0.1396,3.65,46.1,0.4148,30,0
6457,0.0896,2.95,2.08,1.0,30,0
6458,0.2144,40.25,17.38,0.3959,30,0
6459,0.1551,5.27,8.29,1.0,30,0
6460,0.1587,14.14,27.22,0.4283,30,0
6461,0.1043,7.71,22.26,0.4914,30,0
6462,0.0909,2.66,2.33,1.0,30,0
6463,0.1297,9.95,9.46,0.9156,30,0
6464,0.1733,25.0,0.5,1.0,30,0
6465,0.1317,2.86,8.42,1.0,30,0
6466,0.1644,32.17,18.07,0.3852,30,0
6467,0.1152,4.39,3.96,1.0,30,0
6468,0.1093,6.82,24.91,0.4921,30,0
6469,0.1693,23.03,0.82,1.0,30,0
6470,0.1331,5.5,0.53,1.0,30,0
6471,0.1582,12.74,0.5,1.0,30,0
6472,0.1304,8.35,4.93,1.0,30,0
6473,0.1432,14.23,9.44,0.7748,30,0
6474,0.042,0.7,1.71,1.0,30,0
6475,0.0963,1.36,85.91,0.4062,30,0
6476,0.1615,25.51,115.97,0.1446,30,0
6477,0.238,42.29,11.0,0.6226,30,0
6478,0.1303,4.09,12.59,1.0,30,0
6479,0.1657,9.09,39.22,0.3082,30,0
6480,0.1703,17.35,22.03,0.4815,30,0
6481,0.2067,27.99,2.76,1.0,30,0
6482,0.0325,1.07,23.59,0.663,30,0
6483,0.0941,4.21,3.94,1.0,30,0
6484,0.1494,8.17,8.44,1.0,30,0
6485,0.1897,28.33,11.41,0.6031,30,0
6486,0.267,244.23,18.93,0.2967,30,0
6487,0.089,9.27,2.44,1.0,30,0
6488,0.0738,2.25,1.19,1.0,30,0
6489,0.1458,19.74,30.16,0.2894,30,0
6490,0.2233,59.45,26.3,0.34,30,0
6491,0.1514,13.87,11.11,0.8003,30,0
6492,0.0939,4.1,16.29,0.8413,30,0
6493,0.2488,38.46,19.06,0.4243,30,0
6494,0.2026,27.01,9.71,0.6747,30,0
6495,0.1219,3.56,4.46,1.0,30,0
6496,0.2124,19.25,9.85,0.7821,30,0
6497,0.2139,40.31,45.18,0.2004,30,0
6498,0.1913,50.31,27.29,0.3141,30,0
6499,0.1291,11.25,9.4,0.9087,30,0
6500,0.1521,7.93,3.83,1.0,30,0
6501,0.1677,53.13,33.06,0.2458,30,0
6502,0.0904,2.85,15.25,0.9087,30,0
6503,0.1276,20.62,7.78,0.7771,30,0
6504,0.0862,2.35,1.78,1.0,30,0
6505,0.2182,43.75,20.9,0.5297,30,0
6506,0.1432,8.94,5.72,1.0,30,0
6507,0.2297,55.83,13.98,0.526,30,0
6508,0.2129,21.97,12.65,0.7229,30,0
6509,0.0884,2.81,18.04,0.8006,30,0
6510,0.2745,67.33,11.57,0.591,30,0
6511,0.2287,78.37,14.93,0.4152,30,0
6512,0.2113,35.12,1.28,1.0,30,0
6513,0.1012,4.88,16.42,0.7212,30,0
6514,0.1677,8.44,3.24,1.0,30,0
6515,0.1778,14.51,7.46,1.0,30,0
6516,0.1457,5.24,10.78,1.0,30,0
6517,0.2323,92.83,17.42,0.2884,30,0
6518,0.1318,14.49,20.35,0.4978,30,0
6519,0.0294,0.48,18.31,0.9484,30,0
6520,0.1323,18.31,1.5,1.0,30,0
6521,0.1266,8.02,7.34,1.0,30,0
6522,0.1502,11.13,4.94,1.0,30,0
6523,0.1799,7.83,7.62,1.0,30,0
6524,0.1951,32.09,15.61,0.4394,30,0
6525,0.2065,46.69,3.22,1.0,30,0
6526,0.1623,17.11,10.46,0.866,30,0
6527,0.1069,8.11,32.43,0.3535,30,0
6528,0.1497,11.59,19.7,0.5348,30,0
6529,0.153,12.47,19.38,0.6086,30,0
6530,0.0921,4.65,28.33,0.5129,30,0
6531,0.1541,24.4,7.64,0.7963,30,0
6532,0.1625,21.16,21.37,0.3973,30,0
6533,0.2252,77.36,0.91,1.0,30,0
6534,0.2011,54.95,0.87,1.0,30,0
6535,0.0961,5.35,6.05,1.0,30,0
6536,0.1952,32.6,3.29,1.0,30,0
6537,0.1151,3.89,10.96,1.0,30,0
6538,0.1858,28.08,3.04,1.0,30,0
6539,0.1139,6.55,55.68,0.3431,30,0
6540,0.1128,3.57,28.57,0.5626,30,0
6541,0.1596,17.05,60.71,0.2071,30,0
6542,0.02,0.49,24.74,0.6701,30,0
6543,0.0867,1.49,45.27,0.5667,30,0
6544,0.1486,9.85,6.89,1.0,30,0
6545,0.1516,13.45,10.33,0.7036,30,0
6546,0.1009,7.82,4.11,1.0,30,0
6547,0.0593,1.83,15.15,0.8712,30,0
6548,0.1511,4.57,23.28,0.6908,30,0
6549,0.1386,19.48,10.36,0.6711,30,0
6550,0.1729,24.49,5.27,1.0,30,0
6551,0.1489,11.95,10.63,0.7596,30,0
6552,0.2119,48.82,0.97,1.0,30,0
6553,0.1391,19.63,19.15,0.4575,30,0
6554,0.1176,4.97,9.01,1.0,30,0
6555,0.1028,8.7,34.28,0.299,30,0
6556,0.0846,2.26,38.51,0.5291,30,0
6557,0.1318,10.7,2.01,1.0,30,0
6558,0.1861,46.27,83.24,0.183,30,0
6559,0.1996,27.73,52.51,0.2735,30,0
6560,0.2126,65.52,14.8,0.3888,30,0
6561,0.1449,8.47,26.18,0.4838,30,0
6562,0.2247,61.27,0.5,1.0,30,0
6563,0.1661,9.66,52.79,0.2592,30,0
6564,0.1965,71.23,9.14,0.5926,30,0
6565,0.1673,11.87,36.07,0.2495,30,0
6566,0.1843,28.47,7.3,0.7775,30,0
6567,0.2132,71.53,23.28,0.2138,30,0
6568,0.1177,9.66,8.12,1.0,30,0
6569,0.1726,15.83,6.76,1.0,30,0
6570,0.1934,57.2,44.0,0.1764,30,0
6571,0.154,10.39,18.02,0.6077,30,0
6572,0.1252,2.5,27.5,0.6958,30,0
6573,0.2725,159.43,11.76,0.3279,30,0
6574,0.1553,6.93,37.58,0.431,30,0
6575,0.1432,14.74,20.2,0.5546,30,0
6576,0.2207,48.77,1.12,1.0,30,0
6577,0.0979,5.87,21.84,0.5941,30,0
6578,0.097,3.63,0.5,1.0,30,0
6579,0.197,16.52,26.5,0.4797,30,0
6580,0.0518,1.42,6.05,1.0,30,0
6581,0.1584,8.62,13.68,0.7217,30,0
6582,0.1821,16.35,20.76,0.453,30,0
6583,0.1585,8.81,15.2,0.7519,30,0
6584,0.0506,1.91,16.74,0.7345,30,0
6585,0.237,82.52,33.48,0.1795,30,0
6586,0.1518,13.79,7.03,1.0,30,0
6587,0.2405,67.86,11.88,0.4969,30,0
6588,0.1044,8.92,2.88,1.0,30,0
6589,0.1151,4.24,9.45,1.0,30,0
6590,0.1674,16.83,2.44,1.0,30,0
6591,0.0998,9.4,15.06,0.5906,30,0
6592,0.0758,2.96,5.88,1.0,30,0
6593,0.1839,71.08,29.39,0.1824,30,0
6594,0.1056,5.77,6.31,1.0,30,0
6595,0.0727,1.34,5.07,1.0,30,0
6596,0.2177,59.97,10.14,0.548,30,0
6597,0.1292,6.65,2.89,1.0,30,0
6598,0.1,5.87,3.42,1.0,30,0
6599,0.0877,1.46,22.93,0.7948,30,0
6600,0.2332,98.41,10.31,0.3618,30,0
6601,0.0888,2.59,3.47,1.0,30,0
6602,0.1716,13.07,0.5,1.0,30,0
6603,0.174,36.42,9.42,0.6319,30,0
6604,0.1748,20.21,20.36,0.4741,30,0
6605,0.1556,11.34,6.49,1.0,30,0
6606,0.0574,1.58,4.27,1.0,30,0
6607,0.1242,4.61,7.57,1.0,30,0
6608,0.1686,15.26,47.96,0.371,30,0
6609,0.1102,4.74,8.25,1.0,30,0
6610,0.1571,15.55,4.51,1.0,30,0
6611,0.1932,27.61,12.63,0.5069,30,0
6612,0.212,38.67,24.97,0.2939,30,0
6613,0.0924,2.8,0.5,1.0,30,0
6614,0.2778,170.03,12.25,0.4539,30,0
6615,0.2,30.6,27.15,0.3371,30,0
6616,0.1141,12.16,3.64,1.0,30,0
6617,0.1742,45.04,38.2,0.2637,30,0
6618,0.2872,208.2,12.93,0.386,30,0
6619,0.076,2.17,10.91,1.0,30,0
6620,0.1425,9.3,49.72,0.2753,30,0
6621,0.0586,0.7,2.08,1.0,30,0
6622,0.1591,15.35,20.21,0.5579,30,0
6623,0.1683,18.89,25.6,0.4783,30,0
6624,0.1307,11.62,10.06,0.858,30,0
6625,0.126,5.55,0.5,1.0,30,0
6626,0.0634,1.04,11.15,1.0,30,0
6627,0.1564,19.07,2.5,1.0,30,0
6628,0.2014,69.86,12.4,0.4967,30,0
6629,0.1742,5.99,20.13,0.6735,30,0
6630,0.1693,20.66,11.36,0.5872,30,0
6631,0.0611,1.86,14.95,0.8963,30,0
6632,0.1861,21.09,1.65,1.0,30,0
6633,0.1301,7.6,1.53,1.0,30,0
6634,0.0917,4.88,28.55,0.4737,30,0
6635,0.1232,4.89,0.76,1.0,30,0
6636,0.114,7.6,5.02,1.0,30,0
6637,0.1999,19.28,41.64,0.2038,30,0
6638,0.0969,2.52,9.21,1.0,30,0
6639,0.1254,7.56,16.84,0.6193,30,0
6640,0.1502,11.59,3.76,1.0,30,0
6641,0.1153,3.26,4.73,1.0,30,0
6642,0.24,105.21,10.67,0.532,30,0
6643,0.1515,4.37,15.25,0.8965,30,0
6644,0.1406,5.46,48.46,0.3385,30,0
6645,0.1128,3.77,12.81,0.9298,30,0
6646,0.2176,105.44,1.51,1.0,30,0
6647,0.1736,23.65,6.86,0.8638,30,0
6648,0.1146,3.96,4.2,1.0,30,0
6649,0.1866,45.95,4.4,1.0,30,0
6650,0.1855,15.5,10.56,0.8394,30,0
6651,0.1429,16.59,5.71,1.0,30,0
6652,0.1207,8.06,5.12,1.0,30,0
6653,0.1028,4.96,51.64,0.3089,30,0
6654,0.1811,18.27,13.15,0.6239,30,0
6655,0.1077,6.33,4.55,1.0,30,0
6656,0.2012,107.78,4.84,0.7508,30,0
6657,0.1108,2.66,24.99,0.6948,30,0
6658,0.2148,76.97,32.64,0.1592,30,0
6659,0.1233,10.66,17.05,0.5555,30,0
6660,0.1493,17.44,8.47,0.8164,30,0
6661,0.2243,33.11,21.7,0.381,30,0
6662,0.1066,5.72,41.56,0.3667,30,0
6663,0.189,34.37,2.73,1.0,30,0
6664,0.02,0.47,29.68,0.6577,30,0
6665,0.0908,5.13,28.34,0.4724,30,0
6666,0.0908,4.02,6.85,1.0,30,0
6667,0.0638,2.71,5.18,1.0,30,0
6668,0.1588,9.41,12.5,0.7501,30,0
6669,0.1705,19.35,4.77,1.0,30,0
6670,0.2334,28.31,2.36,1.0,30,0
6671,0.1474,16.27,45.89,0.2771,30,0
6672,0.1009,5.48,10.14,1.0,30,0
6673,0.1984,18.97,9.59,0.7757,30,0
6674,0.1771,14.14,2.02,1.0,30,0
6675,0.2026,37.46,10.52,0.5749,30,0
6676,0.165,30.95,20.37,0.3962,30,0
6677,0.1864,12.64,4.28,1.0,30,0
6678,0.1055,4.15,6.9,1.0,30,0
6679,0.11,5.56,2.96,1.0,30,0
6680,0.1465,6.3,6.58,1.0,30,0
6681,0.1344,8.35,29.63,0.4181,30,0
6682,0.1396,16.8,4.06,1.0,30,0
6683,0.1851,28.74,0.5,1.0,30,0
6684,0.1319,11.46,11.53,0.7158,30,0
6685,0.0906,12.42,12.99,0.5915,30,0
6686,0.1392,14.47,5.98,1.0,30,0
6687,0.1147,6.56,15.39,0.7317,30,0
6688,0.0825,4.01,0.58,1.0,30,0
6689,0.0772,1.48,6.25,1.0,30,0
6690,0.1011,5.29,2.34,1.0,30,0
6691,0.1823,21.49,3.92,1.0,30,0
6692,0.0916,5.24,7.23,1.0,30,0
6693,0.1568,9.16,10.2,0.903,30,0
6694,0.1469,21.32,1.47,1.0,30,0
6695,0.1282,22.76,1.6,1.0,30,0
6696,0.1229,3.34,16.81,0.8447,30,0
6697,0.1807,40.3,7.77,0.7635,30,0
6698,0.2393,47.13,2.91,1.0,30,0
6699,0.1071,3.14,4.02,1.0,30,0
6700,0.1263,4.53,19.1,0.7985,30,0
6701,0.2281,50.87,0.8,1.0,30,0
6702,0.1452,10.21,10.66,0.8366,30,0
6703,0.0459,0.85,6.7,1.0,30,0
6704,0.1084,2.27,25.0,0.7572,30,0
