p_psia,t_f,meg_wt_pct,hydrate_event
3447.0,62.2,0.0,1
1046.0,65.2,16.1,0
1889.0,67.8,25.1,0
2019.0,56.0,18.7,0
1283.0,77.6,0.0,0
2957.0,74.8,0.0,0
3465.0,74.3,12.5,0
3548.0,74.3,0.0,0
1622.0,84.0,32.6,0
2311.0,67.7,0.0,0
1294.0,88.2,0.0,0
1281.0,41.6,0.0,1
981.0,69.8,6.3,0
3784.0,74.4,28.7,0
3597.0,61.2,0.0,1
3198.0,50.9,0.0,1
2264.0,65.3,0.0,0
2166.0,55.1,29.0,0
2307.0,85.0,17.0,0
2332.0,54.6,0.0,1
1964.0,44.7,10.5,1
874.0,66.7,31.9,0
852.0,56.8,11.6,0
3828.0,40.3,0.0,1
2135.0,66.1,39.0,0
3832.0,64.6,31.6,0
989.0,44.5,0.0,1
2396.0,67.9,0.0,0
1148.0,66.2,0.0,0
1311.0,77.5,0.0,0
508.0,54.9,0.0,0
828.0,48.7,7.9,0
3701.0,87.3,8.8,0
1558.0,65.9,0.0,0
2589.0,36.5,0.0,1
2074.0,80.1,10.2,0
1842.0,45.8,0.0,1
2315.0,78.2,0.0,0
1074.0,73.8,29.7,0
3959.0,88.3,0.0,0
3346.0,88.1,0.0,0
3070.0,50.1,5.8,1
2088.0,77.2,5.0,0
950.0,52.4,0.0,0
3714.0,69.6,21.6,0
1629.0,67.9,7.5,0
580.0,38.0,0.0,1
1633.0,35.3,22.7,1
3260.0,38.2,0.0,1
2642.0,42.0,0.0,1
3103.0,49.2,0.0,1
3257.0,84.9,0.0,0
1163.0,63.5,0.0,0
3726.0,78.8,19.4,0
1977.0,81.1,0.0,0
2700.0,75.4,21.6,0
408.0,56.5,0.0,0
3976.0,82.5,27.9,0
1411.0,75.8,26.6,0
623.0,75.9,0.0,0
2050.0,84.6,39.4,0
865.0,67.9,38.0,0
948.0,64.1,0.0,0
2676.0,84.0,0.0,0
1815.0,60.0,32.0,0
3719.0,79.6,37.2,0
1549.0,38.0,0.0,1
3014.0,35.1,5.7,1
2060.0,64.1,0.0,0
2776.0,39.0,0.0,1
2559.0,88.7,28.5,0
2102.0,35.3,25.6,1
3820.0,74.5,0.0,0
1634.0,48.4,0.0,1
1038.0,88.2,0.0,0
2841.0,56.0,26.6,0
3446.0,36.5,0.0,1
545.0,36.5,0.0,1
2019.0,65.4,0.0,0
3613.0,89.3,35.0,0
3099.0,88.9,0.0,0
3971.0,53.6,28.1,0
2313.0,61.5,0.0,1
2776.0,40.5,0.0,1
1489.0,63.7,0.0,0
3811.0,68.0,0.0,0
1719.0,48.8,0.0,1
3059.0,68.7,0.0,0
1851.0,84.5,0.0,0
2423.0,35.1,0.0,1
2991.0,47.6,0.0,1
2232.0,46.5,0.0,1
3666.0,41.8,0.0,1
1909.0,44.1,0.0,1
2729.0,69.4,27.9,0
1633.0,40.6,13.8,1
1869.0,75.6,8.5,0
1984.0,83.8,0.0,0
853.0,86.0,32.0,0
730.0,71.3,24.7,0
2803.0,45.9,0.0,1
2760.0,39.7,0.0,1
2786.0,47.8,20.7,1
471.0,87.9,15.0,0
1576.0,87.9,34.4,0
1112.0,56.0,25.2,0
3201.0,52.9,14.9,1
3498.0,63.1,16.5,0
1288.0,51.0,0.0,1
2804.0,88.9,0.0,0
866.0,47.2,10.6,0
1391.0,55.3,0.0,1
899.0,58.6,0.0,1
1421.0,41.9,0.0,1
2829.0,56.1,0.0,1
3677.0,82.1,0.0,0
1129.0,42.7,16.6,1
2351.0,67.1,0.0,0
2925.0,57.4,16.1,0
3831.0,44.4,0.0,1
2596.0,35.7,33.4,1
1318.0,50.0,21.4,0
2652.0,38.4,39.8,1
1554.0,55.7,0.0,1
3914.0,79.6,0.0,0
1839.0,74.6,24.2,0
2868.0,87.1,31.7,0
484.0,58.5,0.0,0
1840.0,73.9,22.9,0
3550.0,71.6,22.3,0
2597.0,46.9,0.0,1
1998.0,51.7,37.7,0
3769.0,64.1,0.0,1
3474.0,78.8,0.0,0
1560.0,60.4,5.1,0
2360.0,47.5,0.0,1
2163.0,89.6,30.7,0
2676.0,41.4,7.5,1
1603.0,87.6,18.1,0
1279.0,79.5,0.0,0
3686.0,81.1,0.0,0
3726.0,78.7,0.0,0
3436.0,46.4,13.0,1
3922.0,69.8,0.0,0
3082.0,76.6,17.2,0
3153.0,76.0,0.0,0
3145.0,49.9,0.0,1
2130.0,45.0,15.4,1
2043.0,53.0,20.4,0
1265.0,61.4,0.0,0
2721.0,66.6,24.2,0
1442.0,81.0,0.0,0
1328.0,77.3,30.0,0
2509.0,72.2,0.0,0
1876.0,49.5,22.0,0
1188.0,61.3,0.0,0
3338.0,53.4,0.0,1
3498.0,47.9,6.1,1
1004.0,35.6,0.0,1
427.0,53.7,0.0,0
1610.0,49.1,0.0,1
3271.0,66.5,0.0,1
3421.0,38.4,27.9,1
898.0,49.9,0.0,1
3188.0,37.5,9.2,1
817.0,70.3,28.2,0
1804.0,66.3,0.0,0
3995.0,53.6,34.2,0
1093.0,43.1,0.0,1
954.0,87.7,0.0,0
1922.0,67.1,0.0,0
2631.0,72.4,0.0,0
3758.0,64.2,0.0,1
3931.0,79.4,0.0,0
651.0,84.3,7.5,0
897.0,56.0,28.7,0
3247.0,73.0,15.4,0
1374.0,47.6,28.4,0
3585.0,70.9,15.3,0
2788.0,57.0,0.0,1
803.0,35.4,12.3,1
3397.0,87.6,0.0,0
1035.0,82.8,5.6,0
1925.0,51.0,9.5,1
2388.0,89.9,0.0,0
2203.0,52.4,9.8,1
2870.0,60.2,14.8,0
2750.0,81.8,14.2,0
3971.0,51.8,0.0,1
3998.0,59.8,19.4,0
2259.0,71.6,34.4,0
743.0,42.2,0.0,1
3020.0,58.2,23.6,0
3916.0,52.0,0.0,1
1546.0,72.2,32.7,0
2060.0,42.5,0.0,1
1929.0,47.8,0.0,1
585.0,74.1,0.0,0
2820.0,43.6,29.4,1
1672.0,58.2,29.6,0
3235.0,74.2,0.0,0
3396.0,77.1,0.0,0
3356.0,40.2,32.5,1
1900.0,81.9,0.0,0
1558.0,74.8,0.0,0
3096.0,53.7,29.3,0
3285.0,77.0,0.0,0
2169.0,75.1,17.6,0
3615.0,68.0,0.0,1
918.0,65.7,17.7,0
3565.0,75.4,33.5,0
746.0,90.0,0.0,0
953.0,66.8,27.3,0
2322.0,79.5,39.6,0
643.0,75.9,36.3,0
590.0,82.1,0.0,0
402.0,87.5,0.0,0
1971.0,45.6,9.1,1
3189.0,44.1,0.0,1
525.0,67.2,0.0,0
2748.0,59.7,0.0,1
3363.0,66.4,14.9,0
1005.0,78.9,0.0,0
929.0,86.2,0.0,0
3499.0,58.0,22.2,0
3363.0,74.5,0.0,0
2340.0,45.8,0.0,1
3349.0,64.4,0.0,1
734.0,36.2,0.0,1
1820.0,62.7,32.4,0
3056.0,65.0,0.0,1
1327.0,75.4,14.3,0
3108.0,70.7,0.0,0
2215.0,54.7,0.0,1
3101.0,35.3,0.0,1
2073.0,41.4,29.4,1
1724.0,88.5,0.0,0
1189.0,85.7,0.0,0
1150.0,52.9,12.8,0
3105.0,49.2,0.0,1
828.0,59.0,24.7,0
710.0,72.9,0.0,0
1035.0,54.6,0.0,1
1031.0,38.7,35.8,0
3363.0,57.2,0.0,1
1835.0,49.3,0.0,1
3965.0,52.9,0.0,1
894.0,44.0,0.0,1
2753.0,71.2,24.7,0
2015.0,64.0,0.0,1
1815.0,49.9,23.4,1
3550.0,65.5,0.0,1
3912.0,62.1,0.0,1
3542.0,78.8,0.0,0
1092.0,87.6,21.8,0
1195.0,42.2,9.8,1
2762.0,83.6,26.3,0
1441.0,73.8,0.0,0
3045.0,73.1,0.0,0
2439.0,55.6,31.2,0
2383.0,53.9,0.0,1
3383.0,35.3,15.5,1
2958.0,89.0,0.0,0
496.0,68.4,0.0,0
578.0,57.1,0.0,0
2566.0,64.9,0.0,0
2150.0,37.2,33.6,1
1337.0,44.6,15.7,1
1907.0,69.3,38.6,0
3128.0,63.3,31.6,0
3376.0,78.3,0.0,0
2420.0,71.2,0.0,0
1787.0,68.1,0.0,0
1375.0,79.8,23.3,0
2279.0,38.8,0.0,1
1533.0,73.0,37.1,0
2431.0,74.4,29.4,0
2836.0,50.1,39.2,0
638.0,45.8,16.5,0
404.0,46.8,13.1,0
1164.0,45.9,6.0,1
3620.0,63.8,17.1,0
2727.0,42.5,0.0,1
1019.0,71.3,15.7,0
3605.0,40.8,0.0,1
2092.0,36.5,6.7,1
2114.0,52.6,17.4,0
3768.0,45.6,0.0,1
614.0,89.4,8.7,0
1175.0,51.7,0.0,1
2509.0,47.2,31.7,0
1104.0,45.8,24.9,0
2846.0,55.6,36.0,0
1171.0,68.3,38.4,0
757.0,78.0,0.0,0
1145.0,55.1,0.0,1
1922.0,69.4,13.3,0
1034.0,61.5,0.0,0
885.0,81.6,0.0,0
3497.0,66.3,0.0,0
1553.0,50.9,0.0,1
1699.0,73.7,29.7,0
599.0,80.1,0.0,0
1687.0,60.6,0.0,1
1353.0,89.3,9.1,0
2598.0,83.4,5.8,0
1139.0,45.8,0.0,1
3598.0,78.3,30.0,0
3747.0,68.1,0.0,0
759.0,64.4,20.0,0
787.0,63.3,0.0,0
815.0,81.9,0.0,0
2630.0,68.6,0.0,0
839.0,64.6,12.1,0
3469.0,37.7,0.0,1
3115.0,59.7,0.0,1
3351.0,84.9,23.1,0
2294.0,74.1,0.0,0
3988.0,37.8,13.0,1
559.0,83.6,0.0,0
1845.0,80.5,0.0,0
1566.0,65.1,0.0,0
3815.0,36.2,0.0,1
2477.0,65.9,0.0,0
3302.0,38.0,37.2,1
1013.0,52.6,38.3,0
3923.0,69.6,0.0,0
2195.0,85.2,0.0,0
2177.0,54.7,6.0,1
3895.0,82.3,0.0,0
1771.0,85.5,7.7,0
1831.0,36.2,30.9,1
2505.0,48.2,0.0,1
861.0,74.0,11.5,0
1556.0,76.6,5.3,0
1096.0,56.6,5.8,0
772.0,71.1,19.2,0
3518.0,68.7,0.0,0
2522.0,75.7,25.3,0
1691.0,74.5,0.0,0
1871.0,39.7,0.0,1
1953.0,43.7,31.4,1
2679.0,42.3,0.0,1
3736.0,86.3,13.3,0
3758.0,85.2,34.9,0
1809.0,78.9,29.1,0
1585.0,41.4,21.7,1
2024.0,66.6,14.6,0
2445.0,45.3,9.8,1
2063.0,55.3,6.3,1
2772.0,49.7,34.8,0
2396.0,80.6,25.8,0
1555.0,42.9,0.0,1
1645.0,70.5,0.0,0
1763.0,89.1,0.0,0
741.0,72.8,0.0,0
998.0,39.4,0.0,1
3003.0,84.9,19.0,0
1801.0,70.4,35.9,0
1172.0,60.1,30.2,0
2426.0,71.3,36.9,0
3120.0,83.3,35.2,0
1327.0,61.2,37.2,0
3376.0,64.2,39.3,0
3739.0,59.9,0.0,1
2551.0,39.0,12.3,1
2808.0,78.3,0.0,0
589.0,42.0,0.0,1
3804.0,56.7,0.0,1
1813.0,56.3,8.1,0
3726.0,50.4,33.7,0
2484.0,57.1,0.0,1
417.0,69.0,27.0,0
539.0,52.1,0.0,0
2850.0,44.5,0.0,1
2426.0,82.8,0.0,0
496.0,88.4,0.0,0
3076.0,60.2,26.2,0
3468.0,53.0,0.0,1
2187.0,37.6,0.0,1
2077.0,37.0,0.0,1
420.0,56.6,25.3,0
3232.0,86.2,17.9,0
1591.0,75.2,38.7,0
3564.0,54.2,5.2,1
1743.0,88.2,37.0,0
2434.0,58.6,0.0,1
1373.0,50.2,0.0,1
978.0,58.4,39.9,0
3190.0,46.6,0.0,1
2188.0,83.7,0.0,0
2331.0,54.9,0.0,1
3875.0,71.2,0.0,0
3869.0,56.4,0.0,1
3480.0,84.6,0.0,0
1075.0,70.3,0.0,0
2539.0,61.9,37.9,0
3561.0,42.3,35.0,1
1748.0,84.6,0.0,0
764.0,65.1,0.0,0
3319.0,50.7,0.0,1
2134.0,83.3,0.0,0
2432.0,38.0,0.0,1
3936.0,52.3,0.0,1
2586.0,64.5,20.2,0
1930.0,53.7,32.5,0
1732.0,61.2,6.9,0
1903.0,49.5,33.5,0
826.0,42.2,33.4,0
3261.0,37.0,13.0,1
3416.0,43.7,6.3,1
1424.0,87.4,30.0,0
1494.0,66.6,12.0,0
3548.0,61.9,39.9,0
486.0,56.1,5.3,0
2274.0,74.0,0.0,0
2069.0,42.8,0.0,1
2884.0,50.2,0.0,1
988.0,71.1,0.0,0
2806.0,61.3,0.0,1
1756.0,77.4,0.0,0
2627.0,84.3,0.0,0
544.0,80.3,13.1,0
2062.0,45.1,0.0,1
2280.0,40.0,0.0,1
1172.0,44.3,0.0,1
903.0,78.1,0.0,0
1079.0,85.3,35.7,0
1639.0,85.9,27.0,0
749.0,51.4,0.0,1
3810.0,81.2,38.3,0
1858.0,64.5,0.0,0
3312.0,80.3,28.9,0
3908.0,65.2,20.3,0
691.0,43.0,21.9,0
2746.0,39.4,0.0,1
3537.0,87.6,38.1,0
2683.0,58.4,27.3,0
1944.0,54.3,32.3,0
1952.0,54.6,0.0,1
529.0,55.8,0.0,0
2325.0,87.0,0.0,0
3977.0,38.4,0.0,1
3851.0,41.5,6.4,1
545.0,78.4,0.0,0
2941.0,65.2,0.0,0
1486.0,42.1,21.0,1
3651.0,36.9,0.0,1
562.0,47.3,15.9,0
3769.0,49.3,15.6,1
3415.0,35.8,9.6,1
823.0,46.9,21.2,0
615.0,75.6,0.0,0
3405.0,82.0,0.0,0
961.0,84.4,29.6,0
2326.0,56.4,0.0,1
3697.0,52.6,0.0,1
2443.0,90.0,34.8,0
1830.0,77.3,0.0,0
2002.0,64.6,0.0,0
627.0,49.0,0.0,1
3888.0,52.7,0.0,1
1518.0,63.3,23.9,0
1082.0,64.8,0.0,0
1430.0,35.8,0.0,1
3872.0,87.8,0.0,0
739.0,66.7,11.3,0
3522.0,67.4,0.0,0
2948.0,46.6,0.0,1
3388.0,77.1,33.1,0
3913.0,75.5,0.0,0
3432.0,40.2,20.2,1
3796.0,67.7,0.0,0
857.0,71.2,0.0,0
3265.0,81.0,0.0,0
2364.0,46.3,21.7,1
2357.0,83.3,0.0,0
3636.0,60.4,0.0,1
3898.0,40.3,35.0,1
2937.0,40.8,0.0,1
2139.0,45.9,33.4,0
2043.0,50.6,37.0,0
1791.0,62.3,38.3,0
1702.0,76.2,0.0,0
1809.0,45.3,0.0,1
723.0,89.6,33.0,0
679.0,43.9,0.0,1
3208.0,68.0,0.0,1
2006.0,86.1,39.1,0
3750.0,80.8,16.9,0
2604.0,70.6,0.0,0
527.0,74.4,0.0,0
967.0,42.4,6.3,1
1141.0,35.5,35.1,0
3913.0,58.9,0.0,1
1187.0,39.9,0.0,1
2257.0,54.7,0.0,1
3770.0,47.3,0.0,1
3918.0,85.4,0.0,0
1251.0,83.4,6.0,0
577.0,80.0,0.0,0
953.0,74.3,0.0,0
628.0,43.5,23.9,0
1102.0,37.7,0.0,1
2447.0,71.0,0.0,0
3685.0,70.3,14.2,0
2334.0,55.3,0.0,1
2654.0,61.0,38.2,0
1127.0,61.9,0.0,0
3282.0,48.2,0.0,1
2624.0,52.3,6.9,1
3511.0,58.0,0.0,1
3816.0,68.2,11.2,0
1652.0,87.6,0.0,0
726.0,64.6,36.3,0
1213.0,75.2,0.0,0
1976.0,79.4,37.5,0
3804.0,41.2,29.8,1
1762.0,70.9,0.0,0
3175.0,61.5,0.0,1
2346.0,66.5,0.0,0
1058.0,37.1,21.0,1
1555.0,84.8,0.0,0
2751.0,87.4,8.6,0
2822.0,35.2,0.0,1
1965.0,46.7,0.0,1
1223.0,44.9,38.8,0
2999.0,78.0,0.0,0
1008.0,67.9,0.0,0
3772.0,44.8,18.4,1
1076.0,79.8,32.2,0
786.0,54.4,0.0,1
2192.0,60.3,0.0,1
2270.0,56.3,0.0,1
2229.0,63.7,35.1,0
1972.0,61.4,0.0,1
3981.0,50.1,22.5,1
2151.0,58.4,13.6,0
2121.0,85.0,21.6,0
1918.0,62.7,0.0,0
641.0,85.4,0.0,0
2535.0,65.3,0.0,1
1221.0,77.3,0.0,0
2695.0,51.1,0.0,1
583.0,78.5,35.5,0
3933.0,49.5,0.0,1
2088.0,36.1,0.0,1
3628.0,43.8,9.9,1
2112.0,36.2,36.7,1
617.0,87.1,0.0,0
3360.0,90.0,33.1,0
2733.0,76.9,15.5,0
3214.0,40.9,0.0,1
1941.0,84.4,38.8,0
2697.0,75.9,0.0,0
3482.0,53.3,0.0,1
2672.0,62.6,0.0,0
1652.0,71.4,0.0,0
2785.0,36.3,35.8,1
2819.0,62.6,37.1,0
3858.0,75.3,0.0,0
1735.0,45.4,25.4,1
1930.0,59.4,0.0,1
3324.0,64.3,0.0,1
2221.0,75.5,23.4,0
3052.0,88.0,0.0,0
2055.0,81.7,26.1,0
1176.0,69.2,0.0,0
3083.0,67.1,27.9,0
872.0,68.2,0.0,0
1115.0,65.0,0.0,0
2657.0,38.3,19.7,1
3090.0,73.4,34.8,0
3621.0,74.4,0.0,0
1381.0,63.2,13.8,0
799.0,82.9,0.0,0
3842.0,72.0,0.0,0
956.0,54.9,0.0,1
1112.0,36.1,20.2,1
1449.0,38.3,11.8,1
2306.0,54.3,38.8,0
3578.0,60.4,5.9,1
3138.0,44.2,0.0,1
2949.0,45.4,0.0,1
1031.0,47.7,0.0,1
1688.0,77.9,11.6,0
2122.0,77.4,0.0,0
931.0,56.1,26.8,0
1384.0,44.5,28.6,0
1510.0,41.1,14.3,1
858.0,39.8,0.0,1
2381.0,56.5,0.0,1
2938.0,37.5,30.4,1
652.0,53.3,37.9,0
2132.0,87.9,0.0,0
3216.0,62.9,32.4,0
3093.0,80.2,15.1,0
3334.0,42.1,0.0,1
2014.0,49.7,25.1,0
3354.0,87.1,0.0,0
1267.0,56.1,30.0,0
1699.0,70.7,0.0,0
1035.0,88.7,0.0,0
2083.0,65.3,0.0,0
1811.0,51.8,35.7,0
1267.0,64.3,25.9,0
3106.0,38.0,0.0,1
1530.0,41.2,0.0,1
1382.0,35.4,0.0,1
871.0,83.6,0.0,0
1980.0,71.9,7.1,0
1491.0,51.4,0.0,1
1729.0,47.2,10.9,1
1250.0,72.6,12.3,0
3147.0,85.6,0.0,0
3748.0,51.5,5.5,1
2193.0,52.7,36.2,0
2715.0,82.0,33.1,0
3522.0,84.1,6.1,0
3996.0,85.3,0.0,0
2609.0,51.1,0.0,1
3603.0,41.6,5.2,1
3671.0,59.2,0.0,1
3249.0,51.3,8.8,1
2059.0,83.6,25.7,0
692.0,37.0,0.0,1
457.0,69.9,0.0,0
2118.0,84.8,0.0,0
2180.0,88.7,35.3,0
1867.0,70.8,0.0,0
2445.0,87.2,0.0,0
2388.0,39.2,35.0,1
3412.0,54.8,25.8,0
791.0,35.5,35.4,0
1211.0,89.0,8.9,0
3255.0,84.6,0.0,0
3452.0,36.5,27.0,1
3981.0,36.0,7.1,1
3542.0,55.2,0.0,1
3604.0,49.2,0.0,1
1532.0,81.6,0.0,0
1846.0,43.8,11.9,1
1365.0,78.5,14.6,0
2583.0,65.5,15.4,0
3780.0,55.8,26.0,0
1641.0,43.0,0.0,1
2405.0,89.9,13.4,0
1467.0,69.0,16.1,0
1011.0,59.2,20.7,0
1103.0,55.4,0.0,0
609.0,84.8,40.0,0
3817.0,80.2,15.5,0
1850.0,79.6,0.0,0
3403.0,68.9,24.4,0
2853.0,83.8,0.0,0
1091.0,51.5,0.0,1
1032.0,73.7,13.7,0
3323.0,57.2,0.0,1
1353.0,68.0,21.9,0
3688.0,89.9,19.8,0
904.0,89.1,0.0,0
2840.0,63.2,0.0,1
3332.0,66.6,0.0,0
1247.0,84.4,0.0,0
1394.0,89.2,24.8,0
3872.0,77.8,0.0,0
1353.0,38.6,37.4,0
1948.0,52.7,0.0,1
1957.0,84.3,0.0,0
1311.0,77.3,10.3,0
3193.0,75.8,0.0,0
3179.0,71.7,22.2,0
1762.0,57.8,16.8,0
3406.0,57.2,16.4,0
1167.0,79.5,0.0,0
416.0,51.2,0.0,0
2456.0,72.7,19.3,0
3979.0,74.9,0.0,0
539.0,81.5,29.9,0
1149.0,52.6,27.2,0
2268.0,75.8,30.0,0
3316.0,40.9,33.8,1
721.0,42.6,8.5,1
1823.0,58.0,0.0,1
3089.0,38.0,6.8,1
1738.0,87.1,29.7,0
1080.0,84.6,0.0,0
1104.0,37.7,16.6,1
1876.0,81.1,0.0,0
2126.0,63.0,0.0,1
3503.0,73.6,39.2,0
2712.0,83.8,21.5,0
2885.0,66.7,0.0,0
3939.0,41.4,31.8,1
1883.0,35.1,0.0,1
1852.0,62.3,0.0,0
3724.0,87.2,0.0,0
1285.0,66.5,18.0,0
3027.0,55.5,0.0,1
3116.0,36.7,0.0,1
752.0,85.3,20.6,0
2086.0,53.0,0.0,1
1122.0,73.8,0.0,0
1067.0,73.2,0.0,0
2070.0,49.0,28.5,0
1442.0,38.5,35.6,0
3266.0,56.2,16.0,1
3667.0,52.4,0.0,1
3290.0,73.5,0.0,0
1358.0,80.1,19.4,0
1387.0,47.2,0.0,1
1317.0,64.1,0.0,0
886.0,37.2,0.0,1
3798.0,46.8,0.0,1
1847.0,76.9,0.0,0
1209.0,78.6,29.7,0
3448.0,77.7,0.0,0
1837.0,42.8,17.1,1
526.0,65.3,0.0,0
983.0,58.2,20.4,0
2701.0,89.5,36.1,0
3218.0,71.0,21.8,0
1159.0,86.4,0.0,0
3703.0,43.0,12.3,1
3464.0,59.8,0.0,1
3454.0,77.4,37.8,0
1220.0,55.2,15.6,0
582.0,69.8,30.6,0
3523.0,63.1,6.5,0
1501.0,89.6,9.5,0
2628.0,44.6,15.9,1
3136.0,86.4,0.0,0
862.0,57.1,0.0,0
3211.0,60.7,30.4,0
3779.0,64.1,10.9,0
3022.0,49.6,0.0,1
1988.0,88.0,0.0,0
3556.0,85.1,26.8,0
2299.0,88.5,0.0,0
3081.0,89.8,0.0,0
3354.0,71.8,0.0,0
3098.0,59.8,0.0,1
1436.0,81.8,12.4,0
824.0,36.3,0.0,1
1258.0,80.9,0.0,0
2210.0,62.4,21.6,0
2219.0,72.0,0.0,0
2498.0,55.6,0.0,1
1822.0,55.3,0.0,1
3233.0,36.7,0.0,1
3687.0,58.3,37.5,0
1288.0,57.5,0.0,1
3051.0,47.4,0.0,1
2841.0,48.6,0.0,1
2283.0,67.1,0.0,0
1079.0,52.5,0.0,1
3263.0,80.7,0.0,0
3858.0,41.1,0.0,1
2999.0,66.8,0.0,0
3704.0,43.8,11.7,1
3943.0,64.1,0.0,1
1667.0,65.4,0.0,0
2698.0,70.3,7.2,0
2106.0,58.5,0.0,1
3952.0,63.0,26.5,0
738.0,45.0,0.0,1
1885.0,60.5,0.0,1
3552.0,55.5,16.6,1
1423.0,71.6,0.0,0
3236.0,58.9,0.0,1
1778.0,77.9,5.2,0
3928.0,58.4,26.4,0
3581.0,48.0,0.0,1
1485.0,50.1,9.4,1
3173.0,37.5,0.0,1
1613.0,64.7,34.0,0
2583.0,80.7,0.0,0
2771.0,77.3,38.7,0
3387.0,59.1,0.0,1
488.0,45.8,21.0,0
1193.0,82.5,0.0,0
2963.0,38.1,16.1,1
2429.0,57.0,18.5,0
2184.0,82.1,13.3,0
599.0,56.6,25.0,0
1654.0,41.5,0.0,1
3514.0,49.6,16.1,1
511.0,68.0,0.0,0
1827.0,43.4,30.8,0
3803.0,71.0,26.6,0
583.0,59.1,0.0,0
3099.0,53.4,0.0,1
1327.0,48.3,38.5,0
3520.0,80.3,27.1,0
3086.0,56.8,25.8,0
3589.0,75.6,27.4,0
1177.0,59.2,0.0,0
2313.0,40.1,16.9,1
3205.0,59.2,14.8,1
1285.0,62.9,18.2,0
1231.0,60.2,33.0,0
498.0,79.9,9.2,0
3851.0,85.1,12.2,0
2956.0,78.3,13.0,0
2688.0,67.1,27.3,0
3078.0,64.8,27.5,0
2314.0,70.5,0.0,0
2114.0,50.8,0.0,1
2018.0,79.7,31.4,0
2706.0,82.1,6.1,0
1126.0,49.7,30.9,0
3597.0,84.7,12.4,0
3322.0,81.7,0.0,0
1658.0,58.3,0.0,1
2483.0,85.0,27.5,0
908.0,41.6,9.2,1
3900.0,36.5,0.0,1
3650.0,54.1,0.0,1
3719.0,66.1,0.0,0
1596.0,54.3,0.0,1
1009.0,86.8,24.7,0
1162.0,49.0,0.0,1
724.0,50.5,0.0,1
832.0,69.9,19.9,0
657.0,35.2,36.3,0
3963.0,75.0,18.0,0
667.0,55.8,0.0,0
877.0,88.8,0.0,0
3378.0,73.0,0.0,0
2489.0,37.9,11.0,1
3188.0,40.1,0.0,1
2671.0,39.8,22.9,1
3576.0,87.4,27.0,0
2698.0,72.6,5.4,0
2280.0,58.5,0.0,1
2966.0,46.0,0.0,1
2011.0,83.1,15.3,0
1646.0,46.1,0.0,1
2084.0,73.9,11.0,0
1011.0,77.0,0.0,0
3268.0,51.2,29.5,1
1339.0,62.8,15.4,0
953.0,47.3,0.0,1
1287.0,55.8,7.8,0
3431.0,88.1,17.2,0
1589.0,73.1,18.9,0
2870.0,81.6,0.0,0
3483.0,64.7,0.0,1
680.0,48.1,21.8,0
3154.0,74.2,0.0,0
1508.0,62.5,28.0,0
1180.0,44.7,0.0,1
2880.0,57.7,7.7,1
3675.0,69.9,0.0,0
1462.0,75.4,11.3,0
2448.0,48.4,0.0,1
1443.0,83.2,0.0,0
2395.0,55.9,0.0,1
2639.0,49.9,13.3,1
2597.0,45.7,0.0,1
2645.0,79.2,26.0,0
886.0,54.5,0.0,0
2897.0,61.6,28.9,0
2829.0,47.3,7.4,1
2857.0,72.7,0.0,0
667.0,78.0,0.0,0
2009.0,53.7,0.0,1
1873.0,87.0,9.3,0
712.0,36.7,21.8,1
1201.0,42.3,0.0,1
1987.0,67.4,38.9,0
3074.0,73.6,27.1,0
1253.0,48.8,8.1,1
3387.0,65.5,29.5,0
2365.0,52.5,11.8,1
3138.0,65.5,15.0,0
2101.0,71.3,18.2,0
2197.0,88.5,0.0,0
2631.0,60.1,38.0,0
3741.0,70.7,37.4,0
2171.0,66.8,11.0,0
2303.0,52.5,0.0,1
2567.0,48.9,34.0,0
3055.0,89.3,0.0,0
659.0,46.4,25.4,0
2256.0,78.5,0.0,0
2134.0,43.1,11.5,1
3718.0,79.2,0.0,0
2177.0,45.2,0.0,1
2086.0,88.2,0.0,0
3864.0,72.7,0.0,0
2022.0,40.0,0.0,1
1051.0,73.1,15.6,0
1181.0,68.2,33.2,0
743.0,53.6,31.6,0
402.0,49.3,37.7,0
1955.0,74.5,0.0,0
3169.0,75.8,22.6,0
3040.0,53.0,16.3,1
516.0,83.2,0.0,0
2452.0,49.8,39.9,0
955.0,38.8,39.2,0
3788.0,68.0,23.5,0
1003.0,40.9,38.4,0
2656.0,50.2,0.0,1
1574.0,62.9,34.7,0
2710.0,50.7,0.0,1
1884.0,46.8,30.1,0
3135.0,73.7,0.0,0
1230.0,65.1,0.0,0
3661.0,81.2,0.0,0
2201.0,67.0,0.0,0
3122.0,61.6,0.0,1
3459.0,49.4,0.0,1
3996.0,78.6,12.0,0
1206.0,45.8,30.1,0
1433.0,48.3,0.0,1
1302.0,81.3,36.6,0
1346.0,75.8,14.6,0
2497.0,68.7,0.0,0
3977.0,37.1,22.8,1
3965.0,42.0,0.0,1
2296.0,62.5,0.0,1
2700.0,76.0,0.0,0
3496.0,60.5,0.0,1
3759.0,36.0,35.2,1
1134.0,45.1,12.5,1
2303.0,67.4,0.0,0
3398.0,73.2,24.8,0
1492.0,36.8,0.0,1
1983.0,37.4,0.0,1
3948.0,49.4,32.4,0
3946.0,39.6,13.4,1
3662.0,64.8,8.6,0
3274.0,41.8,0.0,1
1369.0,70.7,0.0,0
1555.0,77.7,0.0,0
2370.0,88.4,10.0,0
2419.0,87.2,0.0,0
2220.0,50.0,9.1,1
