well,depth_ft,gr,rhob,nphi,dtc,cali,bad
W-1,5324.5,78.9,2.375,0.23,91.9,8.48,0
W-1,5325.0,75.8,2.362,0.234,89.8,8.6,0
W-1,5325.5,74.9,2.35,0.268,92.2,8.51,0
W-1,5326.0,74.8,2.366,0.234,92.0,8.44,0
W-1,5326.5,80.2,2.367,0.25,90.9,8.51,0
W-1,5327.0,75.8,2.344,0.252,94.2,8.55,0
W-1,5327.5,80.6,2.357,0.235,91.0,8.37,0
W-1,5328.0,81.3,2.359,0.267,91.8,8.51,0
W-1,5328.5,73.6,2.333,0.252,93.9,8.48,0
W-1,5329.0,66.8,2.341,0.255,89.1,8.42,0
W-1,5329.5,78.4,2.297,0.297,95.5,8.5,0
W-1,5330.0,74.0,2.349,0.274,91.6,8.49,0
W-1,5330.5,72.3,2.37,0.241,85.9,8.5,0
W-1,5331.0,73.0,2.349,0.248,93.3,8.48,0
W-1,5331.5,74.3,2.371,0.22,88.8,8.45,0
W-1,5332.0,79.3,2.358,0.254,93.4,8.43,0
W-1,5332.5,76.0,2.366,0.243,89.2,8.47,0
W-1,5333.0,79.1,2.383,0.237,90.0,8.54,0
W-1,5333.5,76.5,2.344,0.209,91.2,8.51,0
W-1,5334.0,73.4,2.34,0.27,92.0,8.5,0
W-1,5334.5,72.6,2.331,0.265,92.5,8.45,0
W-1,5335.0,74.9,2.331,0.254,94.5,8.48,0
W-1,5335.5,75.8,2.339,0.264,92.1,8.54,0
W-1,5336.0,76.7,2.335,0.257,90.7,8.53,0
W-1,5336.5,72.2,2.344,0.234,88.8,8.48,0
W-1,5337.0,73.3,2.324,0.273,93.4,8.37,0
W-1,5337.5,74.0,2.325,0.246,92.7,8.47,0
W-1,5338.0,71.0,2.337,0.247,91.4,8.48,0
W-1,5338.5,69.2,2.344,0.245,91.0,8.45,0
W-1,5339.0,70.0,2.294,0.258,93.9,8.48,0
W-1,5339.5,71.7,2.341,0.252,92.0,8.54,0
W-1,5340.0,75.0,2.355,0.265,92.5,8.5,0
W-1,5340.5,76.9,2.344,0.269,95.3,8.55,0
W-1,5341.0,68.8,2.347,0.256,92.5,8.42,0
W-1,5341.5,71.1,2.365,0.218,92.4,8.48,0
W-1,5342.0,71.5,2.329,0.237,91.1,8.4,0
W-1,5342.5,75.1,2.363,0.25,89.1,8.48,0
W-1,5343.0,71.4,2.33,0.27,94.9,8.45,0
W-1,5343.5,71.1,2.33,0.252,94.4,8.56,0
W-1,5344.0,68.2,2.382,0.264,91.5,8.52,0
W-1,5344.5,73.9,2.323,0.258,94.8,8.55,0
W-1,5345.0,72.2,2.327,0.258,88.3,8.48,0
W-1,5345.5,71.0,2.313,0.276,95.8,8.45,0
W-1,5346.0,72.4,2.355,0.242,91.0,8.45,0
W-1,5346.5,76.4,2.366,0.281,89.5,8.51,0
W-1,5347.0,70.4,2.347,0.235,92.4,8.59,0
W-1,5347.5,70.5,2.337,0.241,91.9,8.52,0
W-1,5348.0,76.3,2.353,0.226,90.5,8.48,0
W-1,5348.5,71.5,2.341,0.275,94.3,8.49,0
W-1,5349.0,73.2,2.342,0.264,93.2,8.5,0
W-1,5349.5,72.1,2.309,0.258,92.0,8.6,0
W-1,5350.0,70.9,2.321,0.239,91.6,8.56,0
W-1,5350.5,69.2,2.334,0.262,88.7,8.51,0
W-1,5351.0,72.5,2.338,0.264,94.4,8.51,0
W-1,5351.5,73.7,2.36,0.257,92.5,8.51,0
W-1,5352.0,73.0,2.315,0.262,92.1,8.52,0
W-1,5352.5,66.4,2.333,0.269,93.0,8.48,0
W-1,5353.0,73.6,2.33,0.269,93.0,8.46,0
W-1,5353.5,68.6,2.328,0.247,92.0,8.55,0
W-1,5354.0,67.7,2.346,0.242,91.7,8.5,0
W-1,5354.5,69.8,2.33,0.237,91.4,8.55,0
W-1,5355.0,72.8,2.327,0.26,93.6,8.58,0
W-1,5355.5,71.6,2.333,0.252,92.5,8.53,0
W-1,5356.0,69.1,2.295,0.278,96.1,8.52,0
W-1,5356.5,72.6,2.308,0.265,91.3,8.66,0
W-1,5357.0,70.1,2.364,0.238,92.4,8.51,0
W-1,5357.5,67.9,2.282,0.291,97.7,8.45,0
W-1,5358.0,67.3,2.352,0.262,94.5,8.49,0
W-1,5358.5,70.6,2.349,0.254,89.8,8.58,0
W-1,5359.0,68.8,2.367,0.258,89.4,8.44,0
W-1,5359.5,64.1,2.298,0.268,93.5,8.46,0
W-1,5360.0,71.0,2.28,0.278,93.9,8.56,0
W-1,5360.5,67.4,2.326,0.272,94.0,8.49,0
W-1,5361.0,72.9,2.318,0.253,95.9,8.49,0
W-1,5361.5,64.1,2.298,0.252,96.4,8.55,0
W-1,5362.0,68.2,2.318,0.242,92.4,8.46,0
W-1,5362.5,66.9,2.317,0.253,92.7,8.43,0
W-1,5363.0,65.9,2.321,0.253,93.0,8.43,0
W-1,5363.5,66.9,2.318,0.243,92.6,8.53,0
W-1,5364.0,73.7,2.343,0.244,91.9,8.51,0
W-1,5364.5,69.0,2.299,0.259,94.1,8.47,0
W-1,5365.0,66.2,2.297,0.283,95.1,8.44,0
W-1,5365.5,63.0,2.343,0.273,92.3,8.49,0
W-1,5366.0,62.9,2.334,0.253,92.6,8.56,0
W-1,5366.5,66.6,2.318,0.249,94.0,8.46,0
W-1,5367.0,66.5,2.335,0.251,89.7,8.47,0
W-1,5367.5,67.8,2.352,0.235,91.1,8.44,0
W-1,5368.0,61.7,2.323,0.262,94.7,8.48,0
W-1,5368.5,69.0,2.332,0.235,90.6,8.52,0
W-1,5369.0,72.1,2.34,0.245,92.5,8.61,0
W-1,5369.5,74.4,2.347,0.241,91.4,8.51,0
W-1,5370.0,63.5,2.311,0.276,96.1,8.5,0
W-1,5370.5,67.2,2.311,0.267,92.0,8.54,0
W-1,5371.0,67.6,2.338,0.269,93.5,8.53,0
W-1,5371.5,70.5,2.36,0.244,89.8,8.47,0
W-1,5372.0,67.0,2.34,0.25,90.4,8.62,0
W-1,5372.5,75.9,2.331,0.253,92.1,8.5,0
W-1,5373.0,70.7,2.339,0.239,90.7,8.51,0
W-1,5373.5,70.0,2.357,0.244,89.5,8.53,0
W-1,5374.0,75.6,2.338,0.244,93.2,8.52,0
W-1,5374.5,71.2,2.306,0.228,96.2,8.58,0
W-1,5375.0,72.0,2.352,0.237,89.3,8.47,0
W-1,5375.5,68.5,2.328,0.274,91.3,8.54,0
W-1,5376.0,66.7,2.379,0.242,91.1,8.51,0
W-1,5376.5,68.8,2.303,0.276,96.5,8.55,0
W-1,5377.0,78.1,2.342,0.25,92.4,8.49,0
W-1,5377.5,73.6,2.345,0.228,91.9,8.48,0
W-1,5378.0,72.5,2.325,0.259,91.9,8.54,0
W-1,5378.5,69.2,2.352,0.259,90.5,8.52,0
W-1,5379.0,74.7,2.35,0.247,88.1,8.46,0
W-1,5379.5,68.3,2.356,0.227,89.9,8.57,0
W-1,5380.0,67.0,2.369,0.233,139.5,8.54,1
W-1,5380.5,69.8,2.334,0.27,142.4,8.5,1
W-1,5381.0,77.8,2.4,0.232,138.8,8.48,1
W-1,5381.5,78.3,2.307,0.252,95.5,8.52,0
W-1,5382.0,70.9,2.312,0.286,89.7,8.53,0
W-1,5382.5,69.9,2.316,0.241,91.9,8.42,0
W-1,5383.0,67.2,2.393,0.225,90.4,8.52,0
W-1,5383.5,72.1,2.358,0.227,92.6,8.53,0
W-1,5384.0,72.3,2.316,0.253,96.3,8.38,0
W-1,5384.5,74.5,2.256,0.293,99.0,8.51,0
W-1,5385.0,74.6,2.315,0.271,91.9,8.53,0
W-1,5385.5,70.5,2.312,0.277,93.7,8.53,0
W-1,5386.0,72.3,2.333,0.251,92.9,8.54,0
W-1,5386.5,68.5,2.354,0.227,92.6,8.48,0
W-1,5387.0,71.4,2.321,0.268,94.2,8.45,0
W-1,5387.5,68.2,2.361,0.243,90.0,8.41,0
W-1,5388.0,70.5,2.353,0.239,89.9,8.55,0
W-1,5388.5,71.0,2.347,0.238,90.2,8.54,0
W-1,5389.0,70.9,2.304,0.26,94.6,8.56,0
W-1,5389.5,72.6,2.369,0.25,90.7,8.46,0
W-1,5390.0,65.7,2.351,0.249,90.5,8.54,0
W-1,5390.5,66.8,2.35,0.263,94.0,8.42,0
W-1,5391.0,69.0,2.352,0.263,87.4,8.46,0
W-1,5391.5,66.3,2.352,0.244,93.1,8.51,0
W-1,5392.0,69.2,2.342,0.242,87.9,8.53,0
W-1,5392.5,69.2,2.352,0.236,88.4,8.58,0
W-1,5393.0,73.8,2.34,0.236,92.5,8.49,0
W-1,5393.5,70.8,2.372,0.246,89.9,8.46,0
W-1,5394.0,72.1,2.33,0.263,91.2,8.45,0
W-1,5394.5,69.8,2.31,0.254,94.0,8.47,0
W-1,5395.0,67.2,2.355,0.246,89.8,8.61,0
W-1,5395.5,69.0,2.345,0.248,91.3,8.54,0
W-1,5396.0,71.1,2.29,0.261,94.6,8.56,0
W-1,5396.5,73.0,2.355,0.243,90.2,8.49,0
W-1,5397.0,68.4,2.328,0.259,92.0,8.5,0
W-1,5397.5,64.7,2.337,0.263,95.8,8.53,0
W-1,5398.0,64.0,2.314,0.274,93.8,8.47,0
W-1,5398.5,68.7,2.323,0.252,92.0,8.49,0
W-1,5399.0,62.7,2.339,0.239,90.4,8.47,0
W-1,5399.5,74.9,2.322,0.251,94.8,8.48,0
W-1,5400.0,71.1,2.317,0.256,89.7,8.5,0
W-1,5400.5,67.4,2.335,0.255,92.4,8.46,0
W-1,5401.0,66.1,2.369,0.238,89.2,8.51,0
W-1,5401.5,72.1,2.295,0.264,92.3,8.51,0
W-1,5402.0,65.6,2.315,0.275,92.9,8.49,0
W-1,5402.5,65.6,2.36,0.23,90.7,8.46,0
W-1,5403.0,65.8,2.318,0.277,90.4,8.51,0
W-1,5403.5,68.1,2.331,0.258,92.2,8.47,0
W-1,5404.0,69.2,2.367,0.224,92.8,8.5,0
W-1,5404.5,70.7,2.37,0.232,89.1,8.55,0
W-1,5405.0,70.5,2.322,0.253,88.9,8.44,0
W-1,5405.5,67.4,2.341,0.243,90.4,8.61,0
W-1,5406.0,71.2,2.352,0.216,89.1,8.5,0
W-1,5406.5,65.3,2.331,0.241,92.1,8.52,0
W-1,5407.0,62.0,2.298,0.272,94.7,8.46,0
W-1,5407.5,65.5,2.311,0.241,94.3,8.56,0
W-1,5408.0,65.4,2.326,0.233,94.6,8.49,0
W-1,5408.5,66.2,2.367,0.236,88.8,8.48,0
W-1,5409.0,65.2,2.31,0.257,91.8,8.47,0
W-1,5409.5,66.7,2.325,0.245,94.2,8.49,0
W-1,5410.0,69.7,2.309,0.251,94.9,8.52,0
W-1,5410.5,73.2,2.297,0.257,96.2,8.51,0
W-1,5411.0,62.1,2.346,0.248,90.4,8.5,0
W-1,5411.5,63.7,2.369,0.207,87.9,8.46,0
W-1,5412.0,65.2,2.359,0.233,90.0,8.46,0
W-1,5412.5,69.7,2.317,0.262,90.1,8.48,0
W-1,5413.0,66.7,2.329,0.249,93.2,8.52,0
W-1,5413.5,65.1,2.359,0.229,91.4,8.53,0
W-1,5414.0,69.9,2.361,0.211,91.8,8.54,0
W-1,5414.5,71.9,2.352,0.251,90.3,8.5,0
W-1,5415.0,69.5,2.357,0.236,90.0,8.52,0
W-1,5415.5,66.9,2.334,0.25,93.4,8.49,0
W-1,5416.0,70.4,2.345,0.233,91.4,8.41,0
W-1,5416.5,69.2,2.354,0.243,91.0,8.49,0
W-1,5417.0,68.8,2.354,0.247,90.7,8.48,0
W-1,5417.5,67.4,2.34,0.255,92.9,8.45,0
W-1,5418.0,71.7,2.339,0.271,93.3,8.47,0
W-1,5418.5,70.0,2.326,0.261,94.3,8.51,0
W-1,5419.0,71.7,2.322,0.252,91.3,8.44,0
W-1,5419.5,72.3,2.332,0.259,91.8,8.46,0
W-1,5420.0,69.9,2.345,0.239,89.6,8.58,0
W-1,5420.5,67.1,2.336,0.243,89.9,8.42,0
W-1,5421.0,72.3,2.32,0.261,88.9,8.49,0
W-1,5421.5,70.0,2.275,0.265,96.0,8.44,0
W-1,5422.0,77.4,2.382,0.234,90.2,8.46,0
W-1,5422.5,69.8,2.335,0.26,91.1,8.49,0
W-1,5423.0,70.2,2.347,0.256,92.4,8.45,0
W-1,5423.5,68.9,2.163,0.299,92.3,11.12,1
W-1,5424.0,67.3,2.13,0.299,96.4,11.16,1
W-1,5424.5,66.8,2.142,0.276,91.1,11.13,1
W-1,5425.0,68.4,2.156,0.329,90.1,11.14,1
W-1,5425.5,69.1,2.154,0.32,93.7,11.02,1
W-1,5426.0,70.6,2.13,0.322,98.6,11.08,1
W-1,5426.5,68.2,2.125,0.328,93.2,11.12,1
W-1,5427.0,65.8,2.141,0.294,93.1,11.14,1
W-1,5427.5,66.7,2.143,0.302,93.9,11.18,1
W-1,5428.0,63.6,2.142,0.296,88.8,11.15,1
W-1,5428.5,72.2,2.16,0.292,93.2,11.14,1
W-1,5429.0,64.9,2.181,0.272,91.8,11.22,1
W-1,5429.5,69.3,2.131,0.3,93.8,11.1,1
W-1,5430.0,66.7,2.139,0.323,92.0,11.08,1
W-1,5430.5,66.3,2.16,0.296,91.6,11.1,1
W-1,5431.0,65.2,2.16,0.299,89.7,11.05,1
W-1,5431.5,62.5,2.142,0.321,92.4,11.1,1
W-1,5432.0,62.5,2.186,0.286,88.3,11.01,1
W-1,5432.5,70.7,2.147,0.298,91.0,11.07,1
W-1,5433.0,65.8,2.149,0.303,93.3,11.09,1
W-1,5433.5,68.4,2.13,0.307,91.4,11.14,1
W-1,5434.0,69.5,2.121,0.345,93.5,11.15,1
W-1,5434.5,64.1,2.152,0.338,95.5,11.04,1
W-1,5435.0,66.4,2.115,0.343,95.1,11.2,1
W-1,5435.5,65.3,2.128,0.29,93.3,11.1,1
W-1,5436.0,61.0,2.113,0.317,94.7,11.1,1
W-1,5436.5,63.3,2.102,0.332,96.6,11.01,1
W-1,5437.0,65.1,2.146,0.306,90.8,11.06,1
W-1,5437.5,62.0,2.153,0.279,92.2,11.14,1
W-1,5438.0,62.5,2.129,0.297,92.7,11.1,1
W-1,5438.5,63.4,2.135,0.325,92.4,11.1,1
W-1,5439.0,69.9,2.132,0.306,90.0,11.1,1
W-1,5439.5,58.3,2.142,0.289,94.1,11.02,1
W-1,5440.0,65.3,2.147,0.289,91.5,11.09,1
W-1,5440.5,62.6,2.101,0.334,96.9,11.16,1
W-1,5441.0,61.6,2.167,0.287,91.5,11.15,1
W-1,5441.5,62.7,2.106,0.321,95.0,11.09,1
W-1,5442.0,65.2,2.142,0.304,93.9,11.17,1
W-1,5442.5,65.4,2.17,0.27,90.6,11.03,1
W-1,5443.0,63.8,2.159,0.317,89.9,11.04,1
W-1,5443.5,66.4,2.157,0.307,89.9,11.19,1
W-1,5444.0,66.8,2.118,0.313,93.9,11.12,1
W-1,5444.5,64.9,2.132,0.3,91.3,11.08,1
W-1,5445.0,60.8,2.126,0.327,95.0,11.09,1
W-1,5445.5,63.6,2.16,0.3,90.9,11.05,1
W-1,5446.0,63.2,2.093,0.352,96.4,11.11,1
W-1,5446.5,59.2,2.124,0.305,92.9,11.1,1
W-1,5447.0,57.2,2.129,0.317,94.2,11.09,1
W-1,5447.5,55.9,2.297,0.254,92.0,8.44,0
W-1,5448.0,62.0,2.319,0.241,92.3,8.51,0
W-1,5448.5,62.5,2.282,0.277,96.8,8.47,0
W-1,5449.0,58.3,2.346,0.225,87.5,8.45,0
W-1,5449.5,64.0,2.293,0.264,90.6,8.56,0
W-1,5450.0,61.6,2.325,0.225,90.4,8.61,0
W-1,5450.5,64.5,2.283,0.258,93.4,8.6,0
W-1,5451.0,61.0,2.306,0.253,91.7,8.53,0
W-1,5451.5,56.4,2.332,0.243,93.5,8.49,0
W-1,5452.0,61.9,2.299,0.262,93.3,8.5,0
W-1,5452.5,63.2,2.354,0.221,90.5,8.52,0
W-1,5453.0,59.8,2.291,0.244,94.3,8.48,0
W-1,5453.5,57.3,2.294,0.261,94.6,8.57,0
W-1,5454.0,61.2,2.345,0.247,88.9,8.4,0
W-1,5454.5,57.9,2.283,0.268,96.1,8.49,0
W-1,5455.0,64.1,2.305,0.242,94.0,8.54,0
W-1,5455.5,59.2,2.303,0.251,93.3,8.46,0
W-1,5456.0,65.6,2.316,0.243,93.0,8.49,0
W-1,5456.5,53.9,2.294,0.274,91.1,8.53,0
W-1,5457.0,61.0,2.26,0.276,98.6,8.58,0
W-1,5457.5,64.1,2.252,0.287,96.8,8.44,0
W-1,5458.0,57.2,2.294,0.255,91.8,8.43,0
W-1,5458.5,59.0,2.286,0.279,95.0,8.45,0
W-1,5459.0,58.1,2.276,0.27,93.0,8.42,0
W-1,5459.5,57.4,2.281,0.252,92.3,8.43,0
W-1,5460.0,59.7,2.27,0.285,100.3,8.45,0
W-1,5460.5,55.2,2.282,0.271,94.4,8.56,0
W-1,5461.0,58.6,2.296,0.229,91.7,8.48,0
W-1,5461.5,60.3,2.29,0.26,94.3,8.5,0
W-1,5462.0,57.9,2.328,0.237,88.9,8.45,0
W-1,5462.5,55.5,2.262,0.257,95.4,8.53,0
W-1,5463.0,61.2,2.34,0.241,89.4,8.59,0
W-1,5463.5,60.3,2.333,0.217,91.0,8.46,0
W-1,5464.0,54.9,2.278,0.226,92.3,8.59,0
W-1,5464.5,53.9,2.323,0.233,95.5,8.52,0
W-1,5465.0,55.6,2.294,0.261,94.3,8.5,0
W-1,5465.5,60.2,2.292,0.221,93.6,8.52,0
W-1,5466.0,59.3,2.287,0.25,93.5,8.52,0
W-1,5466.5,60.9,2.322,0.224,91.1,8.59,0
W-1,5467.0,57.1,2.271,0.266,94.2,8.53,0
W-1,5467.5,55.1,2.287,0.28,92.3,8.53,0
W-1,5468.0,60.5,2.299,0.261,97.0,8.48,0
W-1,5468.5,55.6,2.316,0.243,90.7,8.54,0
W-1,5469.0,58.0,2.297,0.266,90.2,8.45,0
W-1,5469.5,52.6,2.28,0.272,94.1,8.51,0
W-1,5470.0,55.4,2.268,0.268,97.0,8.64,0
W-1,5470.5,59.9,2.304,0.26,92.0,8.37,0
W-1,5471.0,55.9,2.311,0.257,92.4,8.51,0
W-1,5471.5,60.2,2.3,0.25,93.6,8.51,0
W-1,5472.0,50.0,2.309,0.249,91.4,8.49,0
W-1,5472.5,54.6,2.311,0.238,92.3,8.49,0
W-1,5473.0,56.1,2.304,0.268,92.6,8.5,0
W-1,5473.5,62.4,2.287,0.262,95.8,8.49,0
W-1,5474.0,53.4,2.313,0.264,91.8,8.51,0
W-1,5474.5,59.4,2.281,0.245,93.2,8.48,0
W-1,5475.0,60.9,2.299,0.273,94.5,8.6,0
W-1,5475.5,55.5,2.263,0.277,96.8,8.49,0
W-1,5476.0,56.4,2.307,0.239,92.4,8.53,0
W-1,5476.5,58.0,2.284,0.257,92.0,8.47,0
W-1,5477.0,53.5,2.298,0.24,94.5,8.55,0
W-1,5477.5,56.7,2.332,0.245,92.4,8.54,0
W-1,5478.0,61.7,2.29,0.259,94.1,8.52,0
W-1,5478.5,59.3,2.295,0.255,92.5,8.45,0
W-1,5479.0,58.1,2.289,0.27,95.2,8.46,0
W-1,5479.5,59.0,2.263,0.279,96.1,8.58,0
W-1,5480.0,60.8,2.276,0.26,95.8,8.46,0
W-1,5480.5,61.5,2.33,0.225,90.6,8.53,0
W-1,5481.0,57.7,2.304,0.268,95.2,8.45,0
W-1,5481.5,64.0,2.295,0.264,93.8,8.55,0
W-1,5482.0,63.7,2.312,0.243,94.4,8.47,0
W-1,5482.5,62.1,2.283,0.28,95.9,8.45,0
W-1,5483.0,57.6,2.335,0.246,90.9,8.46,0
W-1,5483.5,56.8,2.276,0.267,98.2,8.47,0
W-1,5484.0,59.0,2.29,0.254,94.4,8.52,0
W-1,5484.5,60.2,2.316,0.244,92.8,8.5,0
W-1,5485.0,54.6,2.318,0.246,93.8,8.45,0
W-1,5485.5,62.4,2.356,0.251,91.6,8.5,0
W-1,5486.0,64.2,2.312,0.264,94.1,8.44,0
W-1,5486.5,62.5,2.327,0.251,93.3,8.53,0
W-1,5487.0,58.3,2.337,0.249,93.8,8.54,0
W-1,5487.5,58.0,2.3,0.276,94.0,8.5,0
W-1,5488.0,62.4,2.277,0.272,95.3,8.51,0
W-1,5488.5,60.6,2.306,0.26,92.9,8.59,0
W-1,5489.0,62.1,2.31,0.26,92.2,8.49,0
W-1,5489.5,62.6,2.303,0.267,91.1,8.45,0
W-1,5490.0,63.7,2.313,0.247,95.3,8.53,0
W-1,5490.5,57.4,2.329,0.235,89.7,8.44,0
W-1,5491.0,61.2,2.327,0.245,92.3,8.49,0
W-1,5491.5,59.7,2.307,0.244,90.6,8.47,0
W-1,5492.0,60.0,2.308,0.242,94.7,8.46,0
W-1,5492.5,62.2,2.312,0.265,92.3,8.49,0
W-1,5493.0,62.4,2.304,0.264,92.1,8.54,0
W-1,5493.5,63.0,2.331,0.223,91.0,8.56,0
W-1,5494.0,60.7,2.296,0.262,93.6,8.55,0
W-1,5494.5,58.5,2.291,0.255,92.7,8.52,0
W-1,5495.0,57.7,2.25,0.291,98.6,8.49,0
W-1,5495.5,53.4,2.31,0.24,94.1,8.38,0
W-1,5496.0,62.4,2.278,0.245,93.0,8.52,0
W-1,5496.5,56.8,2.245,0.298,97.5,8.39,0
W-1,5497.0,60.1,2.282,0.242,94.0,8.4,0
W-1,5497.5,60.2,2.294,0.254,94.3,8.49,0
W-1,5498.0,54.3,2.317,0.242,94.0,8.51,0
W-1,5498.5,55.2,2.259,0.275,94.9,8.48,0
W-1,5499.0,62.9,2.322,0.247,91.0,8.58,0
W-1,5499.5,59.3,2.291,0.282,96.2,8.52,0
W-1,5500.0,56.4,2.298,0.233,95.7,8.49,0
W-1,5500.5,57.6,2.306,0.266,91.8,8.57,0
W-1,5501.0,61.2,2.317,0.211,89.9,8.58,0
W-1,5501.5,61.0,2.294,0.291,96.7,8.53,0
W-1,5502.0,53.3,2.3,0.23,92.3,8.46,0
W-1,5502.5,63.5,2.311,0.272,90.2,8.47,0
W-1,5503.0,61.1,2.263,0.268,96.3,8.43,0
W-1,5503.5,57.8,2.319,0.267,95.0,8.5,0
W-1,5504.0,54.2,2.285,0.275,92.4,8.45,0
W-1,5504.5,60.4,2.264,0.263,97.6,8.48,0
W-1,5505.0,58.3,2.292,0.26,93.8,8.51,0
W-1,5505.5,52.1,2.331,0.223,90.3,8.4,0
W-1,5506.0,55.6,2.284,0.277,97.6,8.44,0
W-1,5506.5,65.3,2.301,0.253,94.3,8.47,0
W-1,5507.0,56.3,2.3,0.245,92.9,8.5,0
W-1,5507.5,53.7,2.316,0.265,94.8,8.48,0
W-1,5508.0,52.5,2.303,0.23,90.8,8.49,0
W-1,5508.5,60.7,2.276,0.258,95.2,8.46,0
W-1,5509.0,58.3,2.314,0.244,91.1,8.43,0
W-1,5509.5,60.1,2.318,0.248,94.7,8.47,0
W-1,5510.0,56.6,2.305,0.255,92.2,8.49,0
W-1,5510.5,59.0,2.279,0.291,94.5,8.48,0
W-1,5511.0,52.2,2.295,0.248,90.5,8.51,0
W-1,5511.5,54.8,2.249,0.274,96.8,8.52,0
W-1,5512.0,55.7,2.259,0.269,93.6,8.53,0
W-1,5512.5,59.2,2.288,0.26,92.3,8.47,0
W-1,5513.0,55.6,2.323,0.235,90.4,8.42,0
W-1,5513.5,52.6,2.311,0.248,93.7,8.56,0
W-1,5514.0,54.3,2.278,0.267,93.2,8.52,0
W-1,5514.5,48.7,2.305,0.231,91.0,8.45,0
W-1,5515.0,47.0,2.243,0.297,96.9,8.51,0
W-1,5515.5,56.3,2.297,0.27,95.5,8.55,0
W-1,5516.0,53.5,2.293,0.24,92.3,8.59,0
W-1,5516.5,54.4,2.28,0.249,94.5,8.51,0
W-1,5517.0,58.2,2.297,0.254,94.7,8.55,0
W-1,5517.5,60.2,2.284,0.242,95.3,8.44,0
W-1,5518.0,57.4,2.272,0.288,96.5,8.5,0
W-1,5518.5,61.8,2.29,0.255,93.3,8.48,0
W-1,5519.0,57.4,2.285,0.28,94.9,8.52,0
W-1,5519.5,57.5,2.292,0.252,92.2,8.58,0
W-1,5520.0,57.4,2.317,0.237,89.8,8.51,0
W-1,5520.5,53.0,2.292,0.279,96.7,8.45,0
W-1,5521.0,59.7,2.288,0.257,96.1,8.44,0
W-1,5521.5,50.2,2.273,0.272,96.0,8.58,0
W-1,5522.0,55.2,2.274,0.279,92.0,8.53,0
W-1,5522.5,57.8,2.298,0.249,91.5,8.52,0
W-1,5523.0,55.3,2.294,0.255,94.6,8.48,0
W-1,5523.5,55.7,2.299,0.238,93.0,8.51,0
W-1,5524.0,62.3,2.277,0.269,92.4,8.45,0
W-1,5524.5,59.4,2.306,0.26,93.0,8.52,0
W-1,5525.0,54.3,2.278,0.277,97.4,8.44,0
W-1,5525.5,54.6,2.3,0.252,93.9,8.48,0
W-1,5526.0,52.2,2.252,0.262,97.3,8.47,0
W-1,5526.5,58.6,2.265,0.255,96.1,8.34,0
W-1,5527.0,55.5,2.268,0.304,93.1,8.48,0
W-1,5527.5,50.2,2.274,0.284,95.0,8.46,0
W-1,5528.0,55.9,2.309,0.243,88.6,8.49,0
W-1,5528.5,56.7,2.314,0.246,91.5,8.5,0
W-1,5529.0,59.4,2.312,0.238,93.9,8.59,0
W-1,5529.5,56.6,2.294,0.25,92.5,8.52,0
W-1,5530.0,55.6,2.319,0.277,93.7,8.52,0
W-1,5530.5,62.4,2.322,0.247,93.0,8.52,0
W-1,5531.0,56.4,2.271,0.264,99.0,8.54,0
W-1,5531.5,58.6,2.268,0.27,99.1,8.52,0
W-1,5532.0,54.7,2.251,0.268,96.0,8.51,0
W-1,5532.5,58.6,2.254,0.268,97.0,8.54,0
W-1,5533.0,51.8,2.278,0.287,96.4,8.38,0
W-1,5533.5,54.3,2.314,0.247,89.4,8.6,0
W-1,5534.0,52.3,2.272,0.246,96.3,8.58,0
W-1,5534.5,53.6,2.253,0.284,97.1,8.51,0
W-1,5535.0,59.5,2.302,0.258,92.5,8.43,0
W-1,5535.5,53.9,2.318,0.239,92.6,8.56,0
W-1,5536.0,57.1,2.275,0.278,96.6,8.47,0
W-1,5536.5,59.6,2.267,0.289,94.6,8.53,0
W-1,5537.0,54.2,2.315,0.252,92.2,8.44,0
W-1,5537.5,57.6,2.296,0.248,94.5,8.61,0
W-1,5538.0,56.1,2.291,0.248,93.6,8.43,0
W-1,5538.5,55.6,2.275,0.241,94.8,8.5,0
W-1,5539.0,57.9,2.262,0.271,95.6,8.39,0
W-1,5539.5,60.8,2.303,0.254,93.6,8.5,0
W-1,5540.0,52.5,2.265,0.263,97.8,8.48,0
W-1,5540.5,51.3,2.261,0.285,95.9,8.56,0
W-1,5541.0,50.6,2.234,0.298,99.3,8.48,0
W-1,5541.5,57.4,2.279,0.243,96.2,8.56,0
W-1,5542.0,57.8,2.292,0.238,95.3,8.45,0
W-1,5542.5,53.1,2.291,0.255,99.2,8.49,0
W-1,5543.0,48.2,2.294,0.275,95.4,8.49,0
W-1,5543.5,52.5,2.312,0.249,90.7,8.52,0
W-1,5544.0,56.2,2.272,0.277,92.3,8.52,0
W-1,5544.5,54.8,2.299,0.257,93.2,8.54,0
W-1,5545.0,55.7,2.31,0.238,90.6,8.51,0
W-1,5545.5,53.1,2.296,0.244,94.8,8.53,0
W-1,5546.0,58.4,2.343,0.239,89.2,8.46,0
W-1,5546.5,56.3,2.279,0.253,95.2,8.52,0
W-1,5547.0,56.8,2.288,0.26,92.5,8.58,0
W-1,5547.5,54.4,2.294,0.281,92.0,8.42,0
W-1,5548.0,55.7,2.303,0.254,93.3,8.52,0
W-1,5548.5,55.6,2.265,0.275,92.8,8.53,0
W-1,5549.0,51.5,2.291,0.232,90.9,8.57,0
