kh_md_ft,kh_welltest,lateral_ft,depletion_idx,offset_wct,gor_scf,frac_efficiency_post,productivity_boed
195.0,201.0,7413.0,0.11,0.41,1641.0,0.2147,7.4
799.0,618.0,7468.0,0.86,0.34,2431.0,0.1865,7.3
1198.0,1593.0,9414.0,0.53,0.37,1533.0,0.3434,13.4
897.0,723.0,4253.0,0.27,0.29,1683.0,0.2364,9.9
1103.0,1174.0,6989.0,0.34,0.27,2494.0,0.2822,11.1
216.0,229.0,4699.0,0.1,0.24,1932.0,0.1033,4.1
867.0,903.0,6806.0,0.72,0.15,1220.0,0.2157,8.5
522.0,485.0,10887.0,0.28,0.54,2156.0,0.261,9.6
452.0,512.0,9275.0,0.32,0.17,1091.0,0.2222,8.3
1335.0,1056.0,10895.0,0.09,0.43,1550.0,0.581,21.4
2172.0,2151.0,9222.0,0.49,0.04,976.0,0.3312,13.6
2795.0,2568.0,8257.0,0.11,0.24,2489.0,0.5438,21.0
1904.0,1720.0,9280.0,0.62,0.39,2369.0,0.3309,12.6
609.0,650.0,8614.0,0.23,0.46,2248.0,0.2315,8.2
882.0,1037.0,7248.0,0.31,0.11,1302.0,0.2754,10.6
1228.0,1167.0,6048.0,0.28,0.26,1957.0,0.232,9.0
733.0,824.0,7641.0,0.31,0.5,1022.0,0.3391,12.4
738.0,744.0,5809.0,0.49,0.13,1280.0,0.2198,8.6
1286.0,1124.0,7407.0,0.34,0.15,2109.0,0.2955,11.2
634.0,610.0,5023.0,0.61,0.19,613.0,0.1202,4.5
371.0,355.0,7958.0,0.76,0.42,599.0,0.1129,4.5
477.0,430.0,5717.0,0.11,0.36,1822.0,0.1753,7.0
1104.0,1178.0,6055.0,0.21,0.39,2049.0,0.234,9.1
667.0,691.0,7493.0,0.36,0.14,1267.0,0.3697,14.6
873.0,688.0,5138.0,0.31,0.08,1849.0,0.1631,6.8
1137.0,887.0,10737.0,0.81,0.66,2306.0,0.2795,10.4
493.0,525.0,7129.0,0.58,0.19,700.0,0.1721,6.5
1218.0,1078.0,6466.0,0.38,0.07,2161.0,0.2636,10.6
901.0,942.0,4204.0,0.41,0.22,1663.0,0.1092,4.4
248.0,278.0,9903.0,0.32,0.46,1345.0,0.16,6.0
2109.0,1743.0,8381.0,0.21,0.49,603.0,0.5205,18.5
446.0,361.0,6915.0,0.34,0.58,1268.0,0.2017,7.4
177.0,227.0,5719.0,0.44,0.15,2088.0,0.1186,4.3
288.0,304.0,9216.0,0.33,0.47,1584.0,0.1987,7.8
294.0,276.0,10618.0,0.36,0.08,853.0,0.1355,5.1
693.0,603.0,6666.0,0.75,0.08,964.0,0.1691,6.6
534.0,495.0,4944.0,0.08,0.38,2195.0,0.2889,11.6
508.0,425.0,4764.0,0.02,0.33,1366.0,0.2333,8.9
1092.0,1247.0,4045.0,0.55,0.58,691.0,0.1047,4.2
873.0,777.0,9208.0,0.67,0.13,2447.0,0.2422,9.7
856.0,1009.0,10870.0,0.19,0.65,1007.0,0.2528,10.0
923.0,869.0,10950.0,0.34,0.47,2093.0,0.3278,12.9
1089.0,931.0,9489.0,0.34,0.45,526.0,0.4987,19.3
123.0,116.0,5135.0,0.28,0.11,1013.0,0.096,4.1
497.0,335.0,10844.0,0.18,0.47,1174.0,0.1833,7.4
116.0,114.0,6295.0,0.3,0.6,2219.0,0.0788,2.8
685.0,667.0,6335.0,0.28,0.25,1996.0,0.2271,8.8
663.0,750.0,8811.0,0.69,0.68,1116.0,0.1749,6.6
1535.0,1157.0,4343.0,0.4,0.11,2075.0,0.2429,9.2
1720.0,2048.0,9780.0,0.38,0.13,2120.0,0.4127,16.1
782.0,885.0,10981.0,0.41,0.16,1524.0,0.2703,10.9
446.0,538.0,9425.0,0.16,0.08,1516.0,0.2103,8.4
981.0,973.0,9472.0,0.35,0.61,1519.0,0.3227,11.4
436.0,508.0,6732.0,0.25,0.09,835.0,0.219,8.7
664.0,533.0,4461.0,0.51,0.18,2125.0,0.1896,6.8
1464.0,1629.0,9549.0,0.44,0.13,1929.0,0.3591,14.2
426.0,379.0,8180.0,0.14,0.57,2199.0,0.2424,9.5
1267.0,989.0,10365.0,0.6,0.44,2131.0,0.4173,16.1
1144.0,966.0,4812.0,0.2,0.17,2071.0,0.2314,9.0
310.0,310.0,6136.0,0.32,0.17,2061.0,0.1364,5.5
1450.0,1281.0,6525.0,0.6,0.57,2389.0,0.3256,12.6
1163.0,1231.0,8783.0,0.75,0.29,1711.0,0.3261,13.6
722.0,550.0,9514.0,0.51,0.2,2156.0,0.195,7.4
361.0,263.0,10727.0,0.71,0.64,2103.0,0.1813,6.9
334.0,411.0,6068.0,0.65,0.05,1040.0,0.1809,6.8
433.0,495.0,7455.0,0.53,0.11,1631.0,0.1904,7.6
1027.0,877.0,4203.0,0.46,0.14,1959.0,0.1626,6.1
310.0,310.0,5771.0,0.57,0.16,707.0,0.1195,4.5
944.0,1100.0,6618.0,0.92,0.19,1561.0,0.2283,8.8
246.0,262.0,8157.0,0.37,0.25,506.0,0.1874,6.6
565.0,578.0,7296.0,0.19,0.56,981.0,0.2418,9.1
726.0,856.0,6551.0,0.19,0.33,1473.0,0.3646,14.4
4704.0,4215.0,8369.0,0.45,0.09,1114.0,0.5984,21.5
221.0,222.0,9800.0,0.56,0.29,2042.0,0.1341,5.1
2159.0,2154.0,5692.0,0.09,0.13,1775.0,0.4489,16.0
750.0,720.0,6400.0,0.51,0.17,1035.0,0.1845,7.9
924.0,872.0,8934.0,0.33,0.6,534.0,0.2074,8.2
731.0,739.0,9446.0,0.68,0.4,1009.0,0.25,9.8
949.0,954.0,9778.0,0.58,0.62,1538.0,0.2136,9.1
588.0,503.0,5465.0,0.31,0.27,2024.0,0.1679,6.4
2129.0,2401.0,7775.0,0.21,0.06,1707.0,0.4509,17.8
462.0,399.0,10300.0,0.33,0.12,612.0,0.2061,8.9
1645.0,1592.0,6744.0,0.37,0.6,1433.0,0.2828,11.4
397.0,380.0,7009.0,0.58,0.5,2419.0,0.1789,6.5
634.0,669.0,10894.0,0.36,0.43,2308.0,0.3367,12.5
282.0,205.0,4791.0,0.14,0.54,1985.0,0.1169,4.7
957.0,1094.0,8939.0,0.49,0.41,1068.0,0.2464,9.9
2114.0,1909.0,9951.0,0.49,0.3,544.0,0.487,18.1
625.0,751.0,5056.0,0.65,0.31,1413.0,0.1147,4.9
568.0,529.0,9001.0,0.38,0.08,1249.0,0.2494,9.4
273.0,271.0,7288.0,0.59,0.43,1852.0,0.092,3.9
554.0,738.0,9970.0,0.44,0.2,641.0,0.3748,13.4
186.0,178.0,10352.0,0.22,0.02,2347.0,0.1754,6.6
320.0,386.0,10107.0,0.13,0.26,1972.0,0.1756,7.5
797.0,802.0,4451.0,0.28,0.35,2442.0,0.223,8.8
1911.0,2034.0,9298.0,0.11,0.33,2231.0,0.433,16.5
6294.0,6361.0,10451.0,0.39,0.71,1360.0,0.6473,27.8
416.0,472.0,8349.0,0.4,0.45,1825.0,0.1936,7.5
2097.0,1892.0,8206.0,0.28,0.54,2191.0,0.4515,17.1
808.0,697.0,4315.0,0.78,0.66,908.0,0.1397,6.0
589.0,536.0,9992.0,0.15,0.21,519.0,0.1833,6.8
940.0,954.0,4325.0,0.36,0.57,1115.0,0.1825,7.1
699.0,676.0,6195.0,0.48,0.18,1375.0,0.1935,7.2
727.0,808.0,10481.0,0.14,0.17,1749.0,0.267,10.5
480.0,583.0,10648.0,0.73,0.37,1027.0,0.122,5.0
217.0,188.0,10943.0,0.83,0.31,1384.0,0.0962,4.0
193.0,173.0,7335.0,0.53,0.63,1797.0,0.1305,5.1
1122.0,904.0,5242.0,0.12,0.21,2149.0,0.3047,11.9
533.0,723.0,7416.0,0.58,0.19,954.0,0.2576,9.5
413.0,432.0,4716.0,0.34,0.24,2100.0,0.1419,5.6
670.0,720.0,10108.0,0.43,0.06,2378.0,0.2559,10.7
1256.0,1028.0,7924.0,0.9,0.06,1319.0,0.1736,6.9
768.0,768.0,6832.0,0.35,0.31,1604.0,0.1638,6.9
394.0,425.0,4557.0,0.65,0.69,520.0,0.1007,3.8
1774.0,1708.0,6837.0,0.14,0.1,1920.0,0.3326,12.5
2353.0,2765.0,10063.0,0.53,0.34,2244.0,0.4371,16.3
988.0,1397.0,8924.0,0.09,0.63,540.0,0.3414,13.4
1449.0,1257.0,4577.0,0.32,0.17,2187.0,0.2863,11.5
1796.0,1541.0,5119.0,0.57,0.2,798.0,0.2377,9.4
1643.0,1440.0,6746.0,0.61,0.49,2184.0,0.206,8.0
1087.0,1383.0,4710.0,0.21,0.37,1584.0,0.1482,5.9
1073.0,1255.0,10538.0,0.42,0.18,1240.0,0.4279,15.3
1008.0,988.0,8566.0,0.56,0.3,2383.0,0.2437,9.6
276.0,278.0,4664.0,0.59,0.43,1725.0,0.0985,3.8
1165.0,1031.0,9516.0,0.48,0.58,577.0,0.2957,11.9
225.0,257.0,6579.0,0.63,0.21,2032.0,0.1015,4.1
352.0,333.0,5714.0,0.67,0.15,865.0,0.1423,5.9
1887.0,1815.0,7990.0,0.35,0.42,2347.0,0.4553,18.6
1303.0,1427.0,4094.0,0.31,0.67,833.0,0.2075,7.3
2186.0,2125.0,7258.0,0.28,0.45,1475.0,0.3555,13.4
535.0,517.0,9907.0,0.29,0.41,1545.0,0.2124,8.4
265.0,265.0,10496.0,0.39,0.06,1628.0,0.1988,8.0
549.0,618.0,6398.0,0.28,0.2,1567.0,0.2786,10.2
722.0,924.0,8497.0,0.62,0.17,1378.0,0.1691,6.8
709.0,774.0,5588.0,0.73,0.34,1926.0,0.189,8.0
1647.0,1858.0,7921.0,0.47,0.6,811.0,0.2884,10.9
498.0,483.0,5778.0,0.54,0.44,2075.0,0.1607,6.5
882.0,793.0,7999.0,0.06,0.55,575.0,0.4653,19.2
302.0,333.0,5202.0,0.5,0.57,2184.0,0.0773,3.2
954.0,978.0,10589.0,0.22,0.66,2000.0,0.4027,15.3
667.0,539.0,10208.0,0.32,0.13,2091.0,0.2705,10.5
365.0,348.0,6358.0,0.55,0.23,1094.0,0.1447,5.9
551.0,544.0,9437.0,0.55,0.34,2199.0,0.1869,7.1
574.0,532.0,4669.0,0.43,0.27,1882.0,0.0996,4.0
536.0,669.0,9183.0,0.57,0.4,2437.0,0.1545,6.5
2744.0,2948.0,5977.0,0.18,0.37,540.0,0.4149,17.2
615.0,755.0,4949.0,0.65,0.33,2081.0,0.1863,7.2
547.0,569.0,8747.0,0.64,0.19,1747.0,0.1986,8.0
124.0,126.0,7289.0,0.31,0.09,2478.0,0.1392,5.4
325.0,283.0,7711.0,0.31,0.18,1386.0,0.1665,6.1
539.0,540.0,7644.0,0.5,0.15,1059.0,0.1729,6.9
384.0,385.0,4416.0,0.39,0.22,2259.0,0.1622,5.5
2009.0,1636.0,4360.0,0.18,0.25,1151.0,0.2672,10.2
583.0,538.0,8208.0,0.53,0.31,1906.0,0.2441,9.5
1865.0,1776.0,8367.0,0.19,0.15,1164.0,0.3499,14.5
699.0,744.0,4330.0,0.37,0.28,2391.0,0.2046,8.1
685.0,734.0,6649.0,0.11,0.36,1552.0,0.3043,11.9
620.0,568.0,8290.0,0.54,0.26,1140.0,0.2326,8.7
667.0,716.0,8597.0,0.38,0.31,2145.0,0.2771,11.1
2631.0,2560.0,9798.0,0.48,0.5,625.0,0.4554,17.3
104.0,68.0,6945.0,0.7,0.53,688.0,0.056,2.2
134.0,125.0,7838.0,0.7,0.35,2173.0,0.0919,3.4
431.0,506.0,8050.0,0.55,0.4,1147.0,0.1524,5.6
673.0,523.0,6184.0,0.07,0.18,853.0,0.2732,10.4
1155.0,1175.0,4377.0,0.58,0.39,1674.0,0.1772,6.6
971.0,1232.0,4030.0,0.71,0.21,1009.0,0.1374,5.0
489.0,436.0,9853.0,0.22,0.35,2474.0,0.2612,9.8
1503.0,1504.0,5402.0,0.23,0.83,2141.0,0.2738,10.5
1516.0,1247.0,8412.0,0.35,0.5,2278.0,0.3638,13.8
771.0,984.0,8039.0,0.28,0.65,2167.0,0.24,8.6
1437.0,1419.0,6797.0,0.64,0.67,2272.0,0.2688,10.3
827.0,833.0,9834.0,0.17,0.36,1176.0,0.3488,13.0
424.0,520.0,8889.0,0.26,0.5,1847.0,0.2098,8.4
1162.0,1284.0,4159.0,0.07,0.17,2314.0,0.2665,9.6
727.0,637.0,9437.0,0.31,0.41,1872.0,0.2824,10.7
666.0,604.0,7549.0,0.19,0.29,2494.0,0.2357,9.3
2161.0,2328.0,6429.0,0.24,0.08,2231.0,0.3667,14.2
94.0,85.0,9088.0,0.37,0.53,642.0,0.0862,3.4
214.0,156.0,8802.0,0.85,0.67,1503.0,0.0966,3.7
257.0,255.0,6174.0,0.47,0.25,1051.0,0.1363,5.2
497.0,398.0,10881.0,0.41,0.22,2250.0,0.2402,9.4
543.0,691.0,8541.0,0.44,0.45,2374.0,0.1974,8.3
199.0,205.0,8240.0,0.68,0.63,1633.0,0.086,3.1
302.0,264.0,4489.0,0.56,0.09,616.0,0.1034,3.9
334.0,301.0,5955.0,0.71,0.21,1193.0,0.1338,5.1
4750.0,3578.0,7129.0,0.27,0.46,877.0,0.5066,19.7
2811.0,2384.0,8414.0,0.3,0.17,1559.0,0.5998,22.2
478.0,557.0,7589.0,0.2,0.28,2470.0,0.2188,8.4
497.0,695.0,9341.0,0.37,0.11,1187.0,0.2224,8.7
265.0,296.0,5838.0,0.31,0.47,1968.0,0.1404,5.5
145.0,143.0,8915.0,0.52,0.27,2162.0,0.1172,4.3
606.0,568.0,9716.0,0.2,0.33,2160.0,0.2208,8.5
299.0,259.0,9355.0,0.42,0.24,799.0,0.1836,7.1
621.0,846.0,9396.0,0.4,0.21,975.0,0.2215,8.8
185.0,180.0,10220.0,0.51,0.52,947.0,0.093,3.7
362.0,497.0,4589.0,0.29,0.44,1095.0,0.1601,5.9
749.0,923.0,8880.0,0.69,0.1,594.0,0.171,6.9
892.0,687.0,10781.0,0.36,0.54,1579.0,0.2887,10.8
929.0,841.0,8016.0,0.33,0.05,1982.0,0.3406,12.7
231.0,209.0,5521.0,0.28,0.46,1022.0,0.1164,4.5
1318.0,1302.0,10991.0,0.15,0.23,1780.0,0.4536,17.7
351.0,348.0,5223.0,0.13,0.12,1591.0,0.1286,5.4
1104.0,1730.0,6349.0,0.64,0.23,698.0,0.1955,7.3
660.0,561.0,5204.0,0.17,0.24,980.0,0.1633,6.9
221.0,229.0,7252.0,0.1,0.28,983.0,0.1489,5.7
516.0,567.0,6932.0,0.43,0.41,1477.0,0.1646,6.4
891.0,891.0,7439.0,0.51,0.19,1756.0,0.1999,7.5
1086.0,1104.0,10496.0,0.22,0.29,1103.0,0.3844,15.6
594.0,508.0,7348.0,0.37,0.37,754.0,0.1774,7.2
2265.0,2302.0,7602.0,0.37,0.11,1038.0,0.4827,18.2
1489.0,1608.0,10207.0,0.67,0.61,580.0,0.3511,13.7
542.0,569.0,9724.0,0.51,0.46,1997.0,0.2345,10.1
1212.0,1320.0,5678.0,0.7,0.43,1899.0,0.2099,8.1
3125.0,3862.0,4090.0,0.24,0.07,1841.0,0.3028,10.7
3192.0,3674.0,8406.0,0.62,0.06,1736.0,0.3452,13.0
249.0,252.0,9914.0,0.37,0.7,1095.0,0.102,4.2
317.0,266.0,7870.0,0.44,0.14,731.0,0.1499,5.7
2182.0,1994.0,5478.0,0.07,0.36,1698.0,0.2888,10.7
285.0,276.0,9189.0,0.45,0.24,1965.0,0.1306,5.5
231.0,240.0,8687.0,0.17,0.58,2122.0,0.1485,5.8
451.0,420.0,7955.0,0.13,0.59,1953.0,0.1967,7.2
931.0,809.0,10043.0,0.14,0.37,1817.0,0.3766,15.8
613.0,513.0,9490.0,0.14,0.6,2149.0,0.2277,8.9
395.0,309.0,8676.0,0.43,0.57,2024.0,0.1451,5.7
388.0,374.0,8653.0,0.61,0.09,2390.0,0.2237,8.8
376.0,302.0,8635.0,0.76,0.36,512.0,0.1463,5.3
329.0,283.0,7676.0,0.24,0.19,793.0,0.1949,7.1
4127.0,3890.0,7247.0,0.24,0.13,1660.0,0.7157,28.1
844.0,691.0,8967.0,0.14,0.46,1302.0,0.3406,13.9
1352.0,1431.0,8273.0,0.54,0.33,1181.0,0.3132,11.4
450.0,503.0,7430.0,0.36,0.48,1992.0,0.2235,8.3
573.0,528.0,4887.0,0.67,0.06,1571.0,0.1361,5.3
376.0,352.0,8914.0,0.44,0.31,1553.0,0.2216,8.3
80.0,86.0,8522.0,0.17,0.65,600.0,0.0707,2.6
221.0,198.0,6396.0,0.84,0.29,1423.0,0.0785,3.2
156.0,139.0,6494.0,0.71,0.35,1716.0,0.0811,3.2
110.0,132.0,5727.0,0.67,0.08,1060.0,0.0748,2.9
256.0,292.0,10733.0,0.75,0.35,978.0,0.0992,4.3
1920.0,2101.0,10021.0,0.15,0.08,1601.0,0.4355,17.1
642.0,738.0,7927.0,0.62,0.54,2324.0,0.1901,7.7
1868.0,1388.0,6812.0,0.69,0.31,733.0,0.2743,10.5
924.0,1132.0,9158.0,0.36,0.18,1118.0,0.2898,11.9
1244.0,1319.0,7694.0,0.56,0.73,616.0,0.3435,13.0
324.0,376.0,10831.0,0.23,0.49,1151.0,0.1884,7.2
1011.0,1072.0,4386.0,0.59,0.41,1890.0,0.1357,5.3
1192.0,1200.0,4240.0,0.81,0.36,1137.0,0.0996,3.8
419.0,402.0,7980.0,0.31,0.17,1297.0,0.17,6.4
1041.0,1100.0,5423.0,0.18,0.69,2371.0,0.2499,9.8
1046.0,998.0,8230.0,0.18,0.18,1194.0,0.314,12.1
429.0,488.0,9470.0,0.48,0.19,1579.0,0.2132,8.5
271.0,214.0,4967.0,0.26,0.32,2367.0,0.0962,3.9
258.0,238.0,7084.0,0.44,0.29,1517.0,0.1222,4.4
713.0,969.0,8821.0,0.2,0.29,840.0,0.2386,9.3
864.0,787.0,9837.0,0.65,0.53,786.0,0.2517,9.7
353.0,340.0,7474.0,0.38,0.23,2298.0,0.161,6.3
679.0,595.0,5443.0,0.46,0.06,2271.0,0.1651,6.3
1050.0,1104.0,8101.0,0.07,0.58,1002.0,0.3705,14.7
1091.0,977.0,7182.0,0.32,0.41,1746.0,0.3011,11.9
2302.0,2239.0,9403.0,0.54,0.43,833.0,0.4942,18.3
1847.0,2098.0,7889.0,0.29,0.75,963.0,0.3565,14.9
299.0,269.0,5956.0,0.33,0.24,2341.0,0.1229,4.7
2558.0,2879.0,9281.0,0.14,0.38,1304.0,0.7189,29.0
435.0,492.0,7624.0,0.51,0.12,917.0,0.1575,6.8
1534.0,1797.0,5243.0,0.32,0.59,1548.0,0.2536,9.9
702.0,717.0,7942.0,0.11,0.33,2202.0,0.279,11.5
478.0,778.0,10638.0,0.37,0.14,2166.0,0.1889,7.8
157.0,183.0,8939.0,0.54,0.3,1824.0,0.1717,5.9
580.0,609.0,6092.0,0.35,0.47,2127.0,0.189,7.1
191.0,168.0,8976.0,0.34,0.4,2059.0,0.1375,5.2
1442.0,1421.0,5978.0,0.46,0.21,2427.0,0.2484,9.6
2238.0,2772.0,7799.0,0.28,0.56,1812.0,0.4913,20.2
352.0,454.0,7686.0,0.43,0.4,1696.0,0.1925,7.5
847.0,1057.0,5732.0,0.65,0.27,2311.0,0.1898,7.5
372.0,419.0,6435.0,0.51,0.35,1223.0,0.0986,4.2
402.0,333.0,10595.0,0.29,0.59,1486.0,0.2158,7.7
1236.0,1330.0,5754.0,0.38,0.34,2218.0,0.2394,9.3
645.0,535.0,9607.0,0.32,0.47,2458.0,0.2202,8.9
2675.0,2140.0,8672.0,0.43,0.19,1343.0,0.4336,16.7
452.0,469.0,7728.0,0.13,0.12,1680.0,0.1615,6.7
1480.0,1600.0,4963.0,0.21,0.56,2175.0,0.3025,12.3
719.0,823.0,5432.0,0.32,0.6,1538.0,0.2354,8.5
1257.0,1355.0,5253.0,0.72,0.47,1309.0,0.1705,6.8
465.0,504.0,8108.0,0.28,0.07,630.0,0.1973,7.6
639.0,552.0,10814.0,0.71,0.17,924.0,0.2348,9.0
606.0,597.0,10141.0,0.44,0.59,1163.0,0.2293,9.0
341.0,272.0,4177.0,0.15,0.19,1303.0,0.1287,5.1
1130.0,836.0,5916.0,0.41,0.45,2052.0,0.2717,9.4
1119.0,1250.0,5101.0,0.5,0.63,834.0,0.1886,7.6
1069.0,955.0,10830.0,0.45,0.04,645.0,0.4341,17.6
2275.0,2593.0,5649.0,0.3,0.2,1676.0,0.3097,11.7
2121.0,2504.0,5409.0,0.28,0.22,516.0,0.3354,13.9
493.0,449.0,8346.0,0.37,0.27,2362.0,0.2709,10.0
896.0,979.0,7893.0,0.07,0.19,1012.0,0.3463,13.5
404.0,366.0,5581.0,0.19,0.27,2167.0,0.2574,9.9
678.0,514.0,8693.0,0.67,0.51,1259.0,0.1875,7.2
412.0,419.0,4679.0,0.34,0.52,2498.0,0.0978,3.9
2431.0,2265.0,4136.0,0.49,0.45,1503.0,0.2093,7.7
890.0,833.0,4577.0,0.4,0.36,2426.0,0.1824,6.8
559.0,751.0,6554.0,0.07,0.46,1438.0,0.2502,9.4
1728.0,1375.0,10825.0,0.28,0.74,1929.0,0.5001,20.9
117.0,124.0,7831.0,0.61,0.6,627.0,0.0771,3.0
133.0,114.0,9283.0,0.08,0.6,1390.0,0.1281,5.0
1257.0,1441.0,6250.0,0.91,0.76,1042.0,0.2419,8.6
698.0,730.0,9035.0,0.53,0.6,2086.0,0.1704,7.1
813.0,860.0,10763.0,0.46,0.49,1565.0,0.2586,10.3
230.0,200.0,6504.0,0.5,0.16,1780.0,0.1157,4.2
653.0,582.0,10993.0,0.38,0.12,1008.0,0.2199,8.9
3304.0,3797.0,8469.0,0.69,0.27,734.0,0.3061,12.2
1286.0,1677.0,9240.0,0.55,0.5,1861.0,0.4359,15.6
762.0,819.0,5765.0,0.07,0.48,1385.0,0.2134,8.1
468.0,409.0,8502.0,0.33,0.25,1334.0,0.2105,7.8
485.0,510.0,7577.0,0.36,0.15,2428.0,0.2295,8.6
121.0,174.0,10695.0,0.31,0.18,737.0,0.1009,3.9
817.0,830.0,10333.0,0.64,0.55,1788.0,0.1999,7.7
1308.0,1629.0,6777.0,0.2,0.21,621.0,0.3449,12.8
189.0,169.0,10628.0,0.2,0.35,1870.0,0.1389,5.6
392.0,389.0,10194.0,0.68,0.18,1619.0,0.1476,5.3
263.0,289.0,8133.0,0.23,0.31,1954.0,0.1757,7.0
307.0,326.0,4575.0,0.38,0.21,2002.0,0.1195,4.4
694.0,619.0,5126.0,0.15,0.48,764.0,0.2189,8.3
126.0,111.0,4538.0,0.5,0.37,1049.0,0.0682,2.7
1087.0,1261.0,4756.0,0.48,0.18,1005.0,0.232,8.8
1216.0,1454.0,10839.0,0.22,0.51,1716.0,0.465,17.9
544.0,683.0,5485.0,0.28,0.08,1017.0,0.1537,6.5
91.0,120.0,8836.0,0.27,0.54,1532.0,0.1113,4.3
300.0,306.0,8456.0,0.28,0.36,1384.0,0.1451,6.0
1783.0,1702.0,8418.0,0.52,0.37,1671.0,0.3247,12.3
72.0,88.0,5447.0,0.16,0.41,1203.0,0.0584,2.3
504.0,561.0,8055.0,0.42,0.18,2350.0,0.1411,5.2
259.0,223.0,8379.0,0.04,0.28,2430.0,0.1574,6.3
1266.0,1084.0,7993.0,0.53,0.21,1202.0,0.3076,12.7
388.0,417.0,5303.0,0.39,0.12,2329.0,0.1121,4.6
919.0,895.0,9061.0,0.1,0.1,2086.0,0.5782,20.3
1046.0,1041.0,4513.0,0.34,0.13,952.0,0.1523,5.1
2890.0,3394.0,8138.0,0.28,0.26,1626.0,0.5172,18.2
565.0,634.0,7054.0,0.4,0.39,1255.0,0.1373,5.8
899.0,1097.0,5752.0,0.03,0.3,2102.0,0.3075,12.8
203.0,152.0,9652.0,0.63,0.55,2288.0,0.1192,4.9
1724.0,1791.0,5231.0,0.26,0.46,1745.0,0.2733,10.2
362.0,402.0,10531.0,0.1,0.48,1760.0,0.1889,6.6
425.0,338.0,10192.0,0.28,0.15,1943.0,0.1963,7.3
653.0,592.0,6524.0,0.28,0.61,1490.0,0.2146,8.2
191.0,168.0,6136.0,0.22,0.45,1441.0,0.0978,4.0
799.0,801.0,4962.0,0.2,0.13,1626.0,0.2095,8.2
1442.0,1841.0,10414.0,0.08,0.25,2137.0,0.526,20.3
841.0,1139.0,8393.0,0.44,0.54,1795.0,0.2359,8.7
187.0,165.0,4222.0,0.09,0.08,788.0,0.08,3.2
602.0,652.0,7577.0,0.31,0.44,781.0,0.175,6.6
1204.0,1310.0,4601.0,0.6,0.34,1332.0,0.1376,5.3
148.0,157.0,8016.0,0.24,0.44,1818.0,0.1016,3.9
282.0,299.0,7563.0,0.45,0.42,1282.0,0.1362,5.4
1341.0,1404.0,4580.0,0.26,0.08,1263.0,0.2447,9.4
826.0,1063.0,9711.0,0.49,0.6,2291.0,0.3028,11.8
925.0,1091.0,5836.0,0.47,0.37,2236.0,0.1495,6.0
2944.0,2511.0,7790.0,0.52,0.47,1451.0,0.4735,17.6
968.0,1090.0,8473.0,0.63,0.09,1937.0,0.2539,9.1
1126.0,1287.0,10736.0,0.18,0.26,1404.0,0.6548,25.1
5817.0,6099.0,7457.0,0.35,0.14,1706.0,0.6922,26.9
561.0,664.0,10421.0,0.51,0.65,1049.0,0.1908,7.1
351.0,361.0,6484.0,0.1,0.56,1495.0,0.1769,6.8
937.0,965.0,10002.0,0.3,0.18,1785.0,0.4071,14.9
945.0,962.0,5651.0,0.25,0.43,1384.0,0.2084,8.0
436.0,322.0,8952.0,0.8,0.09,2019.0,0.1803,6.8
291.0,288.0,4620.0,0.88,0.19,1035.0,0.119,4.2
4221.0,3819.0,10902.0,0.16,0.53,526.0,1.0479,38.1
864.0,723.0,10678.0,0.54,0.06,2329.0,0.286,11.2
370.0,459.0,7095.0,0.27,0.3,1222.0,0.2544,9.3
1384.0,1493.0,7668.0,0.72,0.31,1004.0,0.2712,11.1
610.0,607.0,8184.0,0.45,0.58,1452.0,0.1626,6.4
543.0,499.0,5925.0,0.42,0.2,999.0,0.1915,7.1
1043.0,1090.0,8721.0,0.33,0.77,1966.0,0.301,10.8
237.0,275.0,8890.0,0.24,0.3,1114.0,0.1396,5.6
882.0,779.0,7676.0,0.39,0.13,2483.0,0.2895,11.2
3073.0,3071.0,5034.0,0.61,0.01,1052.0,0.2285,8.8
966.0,1100.0,10434.0,0.34,0.44,1224.0,0.4719,18.4
492.0,368.0,4805.0,0.54,0.29,1577.0,0.1477,6.1
443.0,440.0,8404.0,0.68,0.07,507.0,0.1247,4.7
479.0,449.0,4722.0,0.74,0.41,508.0,0.1203,5.0
543.0,532.0,5023.0,0.4,0.23,968.0,0.1925,7.0
492.0,456.0,4144.0,0.17,0.43,663.0,0.2194,8.0
1384.0,1413.0,6544.0,0.8,0.17,2020.0,0.2953,11.8
166.0,222.0,8477.0,0.43,0.31,2244.0,0.153,6.3
1326.0,1263.0,7651.0,0.29,0.33,1326.0,0.3233,12.5
491.0,513.0,8722.0,0.23,0.32,1533.0,0.2453,9.7
899.0,1213.0,8725.0,0.07,0.4,1725.0,0.2994,11.7
270.0,249.0,4981.0,0.51,0.33,690.0,0.1288,5.0
1925.0,2528.0,4401.0,0.25,0.36,1440.0,0.168,6.8
1802.0,1803.0,8378.0,0.3,0.21,2419.0,0.3784,13.5
1433.0,1872.0,8573.0,0.34,0.13,916.0,0.3586,14.3
198.0,222.0,7897.0,0.72,0.1,668.0,0.1089,4.0
1291.0,1352.0,5720.0,0.55,0.53,1061.0,0.2064,8.4
920.0,911.0,9675.0,0.51,0.15,1596.0,0.4003,15.4
184.0,168.0,4530.0,0.6,0.13,2237.0,0.076,2.9
652.0,660.0,8426.0,0.38,0.92,1210.0,0.1579,6.1
